Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	POMLBPLJ_00001	172	534	-362	50S ribosomal protein L20	NA	NA	NA	NA	NA	NA	K02887
1	POMLBPLJ_00002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K02916
1	POMLBPLJ_00003	930	1406	-476	Pyruvate kinase	NA	NA	NA	NA	NA	NA	K00873
1	POMLBPLJ_00004	1403	2377	-974	Pyruvate kinase	NA	NA	NA	NA	NA	NA	K00873
1	POMLBPLJ_00005	2465	3208	743	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00006	3218	3511	293	Hypothetical	NA	NA	NA	NA	NA	NA	K09948
1	POMLBPLJ_00007	3633	4493	-860	D-alanine aminotransferase	NA	NA	NA	NA	NA	NA	K00824
1	POMLBPLJ_00008	4498	5460	-962	L-Ala-D/L-Glu epimerase	NA	NA	NA	NA	NA	NA	K19802
1	POMLBPLJ_00009	5571	6572	-1001	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00010	6861	7820	959	L-malyl-CoA/beta-methylmalyl-CoA lyase	NA	NA	NA	NA	NA	NA	K08691
1	POMLBPLJ_00011	7914	8876	962	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	NA	NA	NA	NA	NA	NA	K01962
1	POMLBPLJ_00012	9182	9910	-728	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00013	9978	12494	-2516	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00014	12519	13784	-1265	Diaminopimelate decarboxylase	NA	NA	NA	NA	NA	NA	K01586
1	POMLBPLJ_00015	13941	14252	-311	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00016	14265	14375	-110	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00017	14372	15760	-1388	Argininosuccinate lyase	NA	NA	NA	NA	NA	NA	K01755
1	POMLBPLJ_00018	15785	16330	545	Thiol:disulfide interchange protein TlpA	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00019	16327	16908	-581	DNA-3-methyladenine glycosylase 1	NA	NA	NA	NA	NA	NA	K01246
1	POMLBPLJ_00020	17201	18379	1178	Acetyl-CoA acetyltransferase	NA	NA	NA	NA	NA	NA	K00626
1	POMLBPLJ_00021	18526	19248	722	Acetoacetyl-CoA reductase	NA	NA	NA	NA	NA	NA	K00023
1	POMLBPLJ_00022	19325	19492	-167	Hypothetical	NA	NA	NA	NA	NA	NA	K09794
1	POMLBPLJ_00023	19610	20350	-740	tRNA1(Val) (adenine(37)-N6)-methyltransferase	NA	NA	NA	NA	NA	NA	K15460
1	POMLBPLJ_00024	20341	20565	-224	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00025	20595	21617	1022	Octaprenyl diphosphate synthase	NA	NA	NA	NA	NA	NA	K02523
1	POMLBPLJ_00026	21620	22447	-827	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	NA	NA	NA	NA	NA	NA	K00919
1	POMLBPLJ_00027	22437	24149	-1712	Beta-barrel assembly-enhancing protease	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00028	24245	25897	-1652	Electron transfer flavoprotein-ubiquinone oxidoreductase	NA	NA	NA	NA	NA	NA	K00311
1	POMLBPLJ_00029	26339	26809	470	Transcription elongation factor GreA	NA	NA	NA	NA	NA	NA	K03624
1	POMLBPLJ_00030	26913	28166	-1253	Hypothetical	NA	NA	NA	NA	NA	NA	K03750
1	POMLBPLJ_00031	28163	28660	-497	Molybdopterin-guanine dinucleotide biosynthesis adapter protein	NA	NA	NA	NA	NA	NA	K03753
1	POMLBPLJ_00032	28657	29262	-605	Molybdenum cofactor guanylyltransferase	NA	NA	NA	NA	NA	NA	K03752
1	POMLBPLJ_00033	29259	30164	-905	Sulfur carrier protein FdhD	NA	NA	NA	NA	NA	NA	K02379
1	POMLBPLJ_00034	30513	30653	-140	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00035	30774	31802	-1028	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00036	31812	33515	-1703	3-methylmercaptopropionyl-CoA dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00037	33652	34221	-569	Hypothetical	NA	NA	NA	NA	NA	NA	K07735
1	POMLBPLJ_00038	34315	35127	812	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00039	35124	38516	-3392	Multidrug export protein AcrF	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00040	38520	39977	-1457	Multidrug resistance protein MdtA	NA	NA	NA	NA	NA	NA	NA
1	POMLBPLJ_00041	40051	40593	-542	Molybdenum cofactor biosynthesis protein B	NA	NA	NA	NA	NA	NA	K03638
1	POMLBPLJ_00042	40593	41369	-776	Hypothetical	NA	NA	NA	NA	NA	NA	K21929
1	POMLBPLJ_00043	41532	42476	944	Aspartate carbamoyltransferase	NA	NA	NA	NA	NA	NA	K00609
2	POMLBPLJ_00044	683	759	-76	tRNA-Arg(acg)	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00045	873	1604	-731	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00046	1831	1965	134	50S ribosomal protein L34	NA	NA	NA	NA	NA	NA	K02914
2	POMLBPLJ_00047	1979	2368	389	Ribonuclease P protein component	NA	NA	NA	NA	NA	NA	K03536
2	POMLBPLJ_00048	2777	4558	1781	Membrane protein insertase YidC	NA	NA	NA	NA	NA	NA	K03217
2	POMLBPLJ_00049	4560	5201	641	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00050	5307	5957	650	GTP-binding protein EngB	NA	NA	NA	NA	NA	NA	K03978
2	POMLBPLJ_00051	6031	6882	851	Acetylglutamate kinase	NA	NA	NA	NA	NA	NA	K00930
2	POMLBPLJ_00052	6978	7430	452	Hypothetical	NA	NA	NA	NA	NA	NA	K08296
2	POMLBPLJ_00053	7467	8234	-767	Glutamine transport ATP-binding protein GlnQ	NA	NA	NA	NA	NA	NA	K09972
2	POMLBPLJ_00054	8296	8601	-305	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00055	8650	9279	-629	Inner membrane amino-acid ABC transporter permease protein YhdY	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00056	9218	9538	-320	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00057	9541	10086	-545	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00058	10083	10754	-671	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00059	10871	11173	-302	Putative amino-acid ABC transporter-binding protein YhdW	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00060	11193	11849	-656	Putative amino-acid ABC transporter-binding protein YhdW	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00061	12099	12812	-713	Hypothetical	NA	NA	NA	NA	NA	NA	K07556
2	POMLBPLJ_00062	12809	13477	-668	Pyrophosphatase PpaX	NA	NA	NA	NA	NA	NA	K01091
2	POMLBPLJ_00063	13474	14685	-1211	Ribosomal large subunit pseudouridine synthase C	NA	NA	NA	NA	NA	NA	K06179
2	POMLBPLJ_00064	14772	14975	203	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00065	14995	16236	-1241	Replication-associated recombination protein A	NA	NA	NA	NA	NA	NA	K07478
2	POMLBPLJ_00066	16425	16763	-338	50S ribosomal protein L17	NA	NA	NA	NA	NA	NA	K02879
2	POMLBPLJ_00067	16774	16947	173	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00068	16944	17960	-1016	DNA-directed RNA polymerase subunit alpha	NA	NA	NA	NA	NA	NA	K03040
2	POMLBPLJ_00069	18066	18455	-389	30S ribosomal protein S11	NA	NA	NA	NA	NA	NA	K02948
2	POMLBPLJ_00070	18466	18834	-368	30S ribosomal protein S13	NA	NA	NA	NA	NA	NA	K02952
2	POMLBPLJ_00071	19011	19652	-641	Adenylate kinase	NA	NA	NA	NA	NA	NA	K00939
2	POMLBPLJ_00072	19649	21007	-1358	Protein translocase subunit SecY	NA	NA	NA	NA	NA	NA	K03076
2	POMLBPLJ_00073	21110	21580	-470	50S ribosomal protein L15	NA	NA	NA	NA	NA	NA	K02876
2	POMLBPLJ_00074	21809	21997	-188	50S ribosomal protein L30	NA	NA	NA	NA	NA	NA	K02907
2	POMLBPLJ_00075	22009	22581	-572	30S ribosomal protein S5	NA	NA	NA	NA	NA	NA	K02988
2	POMLBPLJ_00076	22689	23048	-359	50S ribosomal protein L18	NA	NA	NA	NA	NA	NA	K02881
2	POMLBPLJ_00077	23060	23593	-533	50S ribosomal protein L6	NA	NA	NA	NA	NA	NA	K02933
2	POMLBPLJ_00078	23604	23996	-392	30S ribosomal protein S8	NA	NA	NA	NA	NA	NA	K02994
2	POMLBPLJ_00079	24010	24315	-305	30S ribosomal protein S14	NA	NA	NA	NA	NA	NA	K02954
2	POMLBPLJ_00080	24373	24888	-515	50S ribosomal protein L5	NA	NA	NA	NA	NA	NA	K02931
2	POMLBPLJ_00081	24888	25070	-182	50S ribosomal protein L24	NA	NA	NA	NA	NA	NA	K02895
2	POMLBPLJ_00082	25036	25194	-158	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00083	25196	25564	-368	50S ribosomal protein L14	NA	NA	NA	NA	NA	NA	K02874
2	POMLBPLJ_00084	25629	25859	-230	30S ribosomal protein S17	NA	NA	NA	NA	NA	NA	K02961
2	POMLBPLJ_00085	26361	26582	221	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00086	26952	27059	-107	50S ribosomal protein L16	NA	NA	NA	NA	NA	NA	NA
2	POMLBPLJ_00087	27052	27366	-314	50S ribosomal protein L16	NA	NA	NA	NA	NA	NA	K02878
2	POMLBPLJ_00088	27378	28097	-719	30S ribosomal protein S3	NA	NA	NA	NA	NA	NA	K02982
2	POMLBPLJ_00089	28097	28477	-380	50S ribosomal protein L22	NA	NA	NA	NA	NA	NA	K02890
2	POMLBPLJ_00090	28481	28759	-278	30S ribosomal protein S19	NA	NA	NA	NA	NA	NA	K02965
2	POMLBPLJ_00091	28763	29605	-842	50S ribosomal protein L2	NA	NA	NA	NA	NA	NA	K02886
2	POMLBPLJ_00092	29756	30052	-296	50S ribosomal protein L23	NA	NA	NA	NA	NA	NA	K02892
