Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	ADKMJBKA_00001	730	2805	2075	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ADKMJBKA_00002	3325	3840	-515	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ADKMJBKA_00003	4111	4299	188	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ADKMJBKA_00004	4818	5468	650	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ADKMJBKA_00005	5694	8543	2849	Hypothetical	CBM6	CBM51	NA	Sulfatase	NA	NA	NA
1	ADKMJBKA_00007	10515	11990	1475	Beta-fructosidase	GH32	GH32	NA	NA	NA	NA	NA
1	ADKMJBKA_00008	12264	13694	-1430	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ADKMJBKA_00009	13684	16179	-2495	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ADKMJBKA_00010	16311	16448	-137	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ADKMJBKA_00011	16671	18089	1418	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0036370	NA
1	ADKMJBKA_00012	18281	19594	-1313	Arylsulfatase	NA	NA	NA	Sulfatase	NA	NA	NA
2	ADKMJBKA_00013	2	853	-851	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00014	903	1034	131	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00015	1065	1871	806	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00016	2356	3321	965	Putative two-component membrane permease complex subunit SMU_747c	NA	NA	NA	NA	NA	NA	K07089
2	ADKMJBKA_00017	3318	4133	815	Hypothetical	NA	NA	NA	NA	NA	NA	K08986
2	ADKMJBKA_00018	4390	6273	-1883	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00019	6342	7892	-1550	Hypothetical	NA	NA	NA	NA	NA	NA	K25153
2	ADKMJBKA_00020	8002	8754	-752	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00021	8866	9045	179	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00022	9116	9337	221	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00023	9552	10808	-1256	FeS cluster assembly protein SufD	NA	NA	NA	NA	NA	NA	K09015
2	ADKMJBKA_00024	10914	12356	-1442	Hypothetical	NA	NA	NA	NA	NA	NA	K09014
2	ADKMJBKA_00025	12396	13187	-791	Vegetative protein 296	NA	NA	NA	NA	NA	NA	K09013
2	ADKMJBKA_00026	13264	13479	-215	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00027	14217	14528	311	50S ribosomal protein L21	NA	NA	NA	NA	NA	NA	K02888
2	ADKMJBKA_00028	14556	14720	164	50S ribosomal protein L27	NA	NA	NA	NA	NA	NA	K02899
2	ADKMJBKA_00029	14946	15317	-371	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00030	15802	16143	-341	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	ADKMJBKA_00031	16268	16729	-461	Hypothetical	NA	NA	NA	NA	NA	NA	NA
