Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	BPGFANFE_00001	89	253	164	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00002	450	1196	-746	"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)"	NA	NA	NA	NA	NA	NA	K00806
1	BPGFANFE_00004	2157	2693	536	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00005	2693	3589	896	Protoheme IX farnesyltransferase	NA	NA	NA	NA	NA	NA	K02257
1	BPGFANFE_00006	3592	3783	191	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00007	3775	4437	-662	Hypothetical	NA	NA	NA	NA	NA	NA	K07152
1	BPGFANFE_00008	4442	5407	-965	Heme A synthase	NA	NA	NA	NA	NA	NA	K02259
1	BPGFANFE_00009	5733	6857	1124	Hypothetical	NA	NA	NA	NA	NA	NA	K02275
1	BPGFANFE_00010	6873	8483	1610	Cytochrome c oxidase subunit 1	NA	NA	NA	NA	NA	NA	K02274
1	BPGFANFE_00011	8483	8584	101	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00012	8667	9107	440	Cytochrome c oxidase assembly protein CtaG	NA	NA	NA	NA	NA	NA	K02258
1	BPGFANFE_00013	9123	10001	878	Cytochrome c oxidase subunit 3	NA	NA	NA	NA	NA	NA	K02276
1	BPGFANFE_00014	10071	10289	218	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00015	10289	10987	698	Hypothetical	NA	NA	NA	NA	NA	NA	K14998
1	BPGFANFE_00016	11051	11126	75	tRNA-Thr(tgt)	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00017	11169	12791	-1622	Long-chain-fatty-acid--CoA ligase	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00018	12803	13618	-815	putative enoyl-CoA hydratase echA8	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00019	13658	14110	-452	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00020	14140	15279	-1139	Dimethylsulfonioproprionate demethylase DmdA	NA	NA	NA	NA	NA	NA	NA
1	BPGFANFE_00021	15360	16445	-1085	putative dipeptidase PepE	NA	NA	NA	NA	NA	MEROPS=putative dipeptidase PepE	K01271
1	BPGFANFE_00022	16474	18234	-1760	Glutathione import ATP-binding protein GsiA	NA	NA	NA	NA	NA	NA	K02031
1	BPGFANFE_00023	18192	19115	-923	Dipeptide transport system permease protein DppC	NA	NA	NA	NA	NA	NA	K02034
1	BPGFANFE_00024	19118	20050	-932	Glutathione transport system permease protein GsiC	NA	NA	NA	NA	NA	NA	K02033
1	BPGFANFE_00025	20185	21726	-1541	Glutathione-binding protein GsiB	NA	NA	NA	NA	NA	NA	K02035
1	BPGFANFE_00026	22032	22610	578	Hypothetical	NA	NA	NA	NA	NA	NA	NA
