Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	JOGMFMIA_00001	57	821	764	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00002	814	2187	-1373	Histidine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01892
1	JOGMFMIA_00004	2686	2982	-296	Hypothetical	NA	NA	NA	NA	NA	NA	K02963
1	JOGMFMIA_00005	2985	3371	-386	Hypothetical	NA	NA	NA	NA	NA	NA	K02990
1	JOGMFMIA_00006	3443	5887	-2444	primosomal protein N'	NA	NA	NA	NA	NA	NA	K04066
1	JOGMFMIA_00007	5930	6691	761	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00008	6722	8065	1343	Adenylosuccinate lyase	NA	NA	NA	NA	NA	NA	K01756
1	JOGMFMIA_00009	8081	8341	260	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00010	8397	9542	1145	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0195376	NA
1	JOGMFMIA_00011	9543	12395	-2852	Carbamoyl-phosphate synthase large chain	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00012	12706	13221	515	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00013	13284	13577	293	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00014	13585	14913	-1328	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	NA	NA	NA	NA	NA	NA	K18707
1	JOGMFMIA_00015	14929	15417	-488	Hypothetical	NA	NA	NA	NA	NA	NA	K02909
1	JOGMFMIA_00016	15509	16033	524	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00017	16043	16723	680	Dodecaprenyl-phosphate galacturonate synthase	GT2_Glycos_transf_2	GT2	NA	NA	NA	NA	NA
1	JOGMFMIA_00018	16740	16988	248	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00019	16989	18806	1817	Lipid A export ATP-binding/permease protein MsbA	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00020	18844	22500	3656	Phosphoribosylformylglycinamidine synthase	NA	NA	NA	NA	NA	MEROPS=Phosphoribosylformylglycinamidine synthase MER0042827	K01952
1	JOGMFMIA_00021	22668	24458	1790	putative acyl-CoA dehydrogenase	NA	NA	NA	NA	NA	NA	K00249
1	JOGMFMIA_00022	24458	25798	1340	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0001284	NA
1	JOGMFMIA_00023	25795	26772	-977	Putative cystathionine beta-synthase	NA	NA	NA	NA	NA	NA	K01697
1	JOGMFMIA_00024	26773	27651	-878	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00025	27986	29161	1175	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00026	29169	29597	428	Hypothetical	NA	NA	NA	NA	NA	NA	K06991
1	JOGMFMIA_00027	29600	30469	869	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00028	30470	31345	-875	Bifunctional protein FolD protein	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00029	31385	32269	-884	"beta-carotene 15,15'-dioxygenase"	NA	NA	NA	NA	NA	NA	K21817
1	JOGMFMIA_00030	32378	33097	719	Green-light absorbing proteorhodopsin	NA	NA	NA	NA	NA	NA	K04643
1	JOGMFMIA_00031	33144	34409	-1265	Arginine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01887
1	JOGMFMIA_00032	34693	34917	-224	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00033	34923	36221	-1298	Citrate synthase 1	NA	NA	NA	NA	NA	NA	K01647
1	JOGMFMIA_00034	36288	37580	-1292	Enolase	NA	NA	NA	NA	NA	NA	K01689
1	JOGMFMIA_00035	37585	38724	-1139	Carbamoyl-phosphate synthase small chain	NA	NA	NA	NA	NA	MEROPS=Carbamoyl-phosphate synthase small	K01956
1	JOGMFMIA_00036	38757	39182	-425	50S ribosomal protein L17	NA	NA	NA	NA	NA	NA	K02879
1	JOGMFMIA_00037	39193	40185	-992	DNA-directed RNA polymerase subunit alpha	NA	NA	NA	NA	NA	NA	K03040
1	JOGMFMIA_00038	40191	40796	-605	30S ribosomal protein S4	NA	NA	NA	NA	NA	NA	K02986
1	JOGMFMIA_00039	40812	41195	-383	30S ribosomal protein S11	NA	NA	NA	NA	NA	NA	K02948
1	JOGMFMIA_00040	41198	41572	-374	30S ribosomal protein S13	NA	NA	NA	NA	NA	NA	K02952
1	JOGMFMIA_00041	41703	41918	-215	Translation initiation factor IF-1	NA	NA	NA	NA	NA	NA	K02518
1	JOGMFMIA_00042	41919	42992	-1073	Protein translocase subunit SecY	NA	NA	NA	NA	NA	NA	K03076
1	JOGMFMIA_00043	42946	43272	-326	Protein translocase subunit SecY	NA	NA	NA	NA	NA	NA	NA
1	JOGMFMIA_00044	43275	43727	-452	50S ribosomal protein L15	NA	NA	NA	NA	NA	NA	K02876
1	JOGMFMIA_00045	43735	43920	-185	50S ribosomal protein L30	NA	NA	NA	NA	NA	NA	K02907
1	JOGMFMIA_00046	43917	44441	-524	30S ribosomal protein S5	NA	NA	NA	NA	NA	NA	K02988
1	JOGMFMIA_00047	44444	44803	-359	50S ribosomal protein L18	NA	NA	NA	NA	NA	NA	K02881
1	JOGMFMIA_00048	44805	45347	-542	50S ribosomal protein L6	NA	NA	NA	NA	NA	NA	K02933
1	JOGMFMIA_00049	45357	45758	-401	30S ribosomal protein S8	NA	NA	NA	NA	NA	NA	K02994
1	JOGMFMIA_00050	45769	46038	-269	Alternate 30S ribosomal protein S14	NA	NA	NA	NA	NA	NA	K02954
1	JOGMFMIA_00051	46043	46591	-548	50S ribosomal protein L5	NA	NA	NA	NA	NA	NA	K02931
1	JOGMFMIA_00052	46594	46905	-311	50S ribosomal protein L24	NA	NA	NA	NA	NA	NA	K02895
1	JOGMFMIA_00053	46913	47281	-368	50S ribosomal protein L14	NA	NA	NA	NA	NA	NA	K02874
1	JOGMFMIA_00054	47283	47540	-257	30S ribosomal protein S17	NA	NA	NA	NA	NA	NA	K02961
1	JOGMFMIA_00055	47541	47732	-191	Hypothetical	NA	NA	NA	NA	NA	NA	K02904
1	JOGMFMIA_00056	47722	48153	-431	50S ribosomal protein L16	NA	NA	NA	NA	NA	NA	K02878
1	JOGMFMIA_00057	48160	48870	-710	30S ribosomal protein S3	NA	NA	NA	NA	NA	NA	K02982
1	JOGMFMIA_00058	48871	49272	-401	Hypothetical	NA	NA	NA	NA	NA	NA	K02890
1	JOGMFMIA_00059	49291	49557	-266	30S ribosomal protein S19	NA	NA	NA	NA	NA	NA	K02965
1	JOGMFMIA_00060	49564	50388	-824	50S ribosomal protein L2	NA	NA	NA	NA	NA	NA	K02886
1	JOGMFMIA_00061	50391	50681	-290	50S ribosomal protein L23	NA	NA	NA	NA	NA	NA	K02892
1	JOGMFMIA_00062	50689	51315	-626	50S ribosomal protein L4	NA	NA	NA	NA	NA	NA	K02926
1	JOGMFMIA_00063	51315	51929	-614	50S ribosomal protein L3	NA	NA	NA	NA	NA	NA	K02906
1	JOGMFMIA_00064	51935	52240	-305	30S ribosomal protein S10	NA	NA	NA	NA	NA	NA	K02946
1	JOGMFMIA_00065	52251	54380	-2129	Elongation factor G	NA	NA	NA	NA	NA	NA	K02355
1	JOGMFMIA_00066	54390	54866	-476	30S ribosomal protein S7	NA	NA	NA	NA	NA	NA	K02992
1	JOGMFMIA_00067	54874	55248	-374	30S ribosomal protein S12	NA	NA	NA	NA	NA	NA	K02950
1	JOGMFMIA_00068	55354	56547	-1193	tRNA-specific 2-thiouridylase MnmA	NA	NA	NA	NA	NA	NA	K00566
