Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	ELJHMEJE_00001	1	789	788	Phenylalanine--tRNA ligase beta subunit	NA	NA	NA	NA	NA	NA	K01890
1	ELJHMEJE_00003	2064	2366	302	Integration host factor subunit alpha	NA	NA	NA	NA	NA	NA	K04764
1	ELJHMEJE_00004	2347	2703	356	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00005	3084	3160	76	tRNA-Pro(ggg)	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00006	3593	3790	197	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00007	3899	4600	-701	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00008	4861	5970	-1109	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00009	6424	7434	1010	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	NA	NA	NA	NA	NA	NA	K13007
1	ELJHMEJE_00010	7431	8252	821	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00011	8365	9399	1034	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00012	9474	10880	1406	Mannose-1-phosphate guanylyltransferase RfbM	NA	NA	NA	NA	NA	NA	K16011
1	ELJHMEJE_00013	11113	11931	818	UTP--glucose-1-phosphate uridylyltransferase	NA	NA	NA	NA	NA	NA	K00963
1	ELJHMEJE_00014	11956	12897	941	dTDP-4-dehydrorhamnose reductase	NA	NA	NA	NA	NA	NA	K00067
1	ELJHMEJE_00015	13358	13990	632	Sulfate adenylyltransferase subunit 2	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00016	14023	14679	656	Sulfate adenylyltransferase subunit 2	NA	NA	NA	NA	NA	NA	K00957
1	ELJHMEJE_00017	14825	15082	257	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00018	15393	17270	1877	Bifunctional enzyme CysN/CysC	NA	NA	NA	NA	NA	NA	K00955
1	ELJHMEJE_00019	17526	18218	692	Phosphoadenosine phosphosulfate reductase	NA	NA	NA	NA	NA	NA	K00390
1	ELJHMEJE_00020	18229	19131	902	"dTDP-glucose 4,6-dehydratase"	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00021	19457	19532	75	tRNA-Val(tac)	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00022	19553	19629	76	tRNA-Asp(gtc)	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00023	20181	21020	-839	Serine acetyltransferase	NA	NA	NA	NA	NA	NA	K00640
1	ELJHMEJE_00024	21139	21264	125	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00025	21251	22126	875	NAD kinase	NA	NA	NA	NA	NA	NA	K00858
1	ELJHMEJE_00026	22192	22434	242	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00027	22547	22744	197	"GDP-mannose 4,6-dehydratase"	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00028	22894	23187	293	GDP-L-fucose synthase	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00029	23462	24040	-578	Purine catabolism protein PucB	NA	NA	NA	NA	NA	NA	K07141
1	ELJHMEJE_00030	24041	25072	-1031	putative xanthine dehydrogenase subunit A	NA	NA	NA	NA	NA	NA	K07402
1	ELJHMEJE_00031	25458	26342	884	Rhomboid protease GlpG	NA	NA	NA	NA	NA	MEROPS=Rhomboid protease GlpG	K02441
1	ELJHMEJE_00032	26287	27168	-881	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00033	27251	29944	2693	Aminopeptidase N	NA	NA	NA	NA	NA	MEROPS=Aminopeptidase N MER0001001	K01256
1	ELJHMEJE_00034	30514	32193	-1679	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00035	32171	33967	-1796	Hypothetical	NA	NA	NA	NA	NA	NA	K07114
1	ELJHMEJE_00036	33964	35013	-1049	Hypothetical	NA	NA	NA	NA	NA	NA	K07114
1	ELJHMEJE_00037	35010	35558	-548	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00038	35601	36581	-980	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	ELJHMEJE_00039	36608	37840	-1232	Hypothetical	NA	NA	NA	NA	NA	NA	K03924
