Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	AFCKGDDA_00001	22	303	281	Adenylate kinase	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00002	888	1283	395	30S ribosomal protein S11	NA	NA	NA	NA	NA	NA	K02948
1	AFCKGDDA_00004	2459	2896	437	50S ribosomal protein L17	NA	NA	NA	NA	NA	NA	K02879
1	AFCKGDDA_00005	3157	4614	1457	Periplasmic serine endoprotease DegP	NA	NA	NA	NA	NA	MEROPS=Periplasmic serine endoprotease	K04771
1	AFCKGDDA_00006	4616	5920	1304	Replication-associated recombination protein A	NA	NA	NA	NA	NA	NA	K07478
1	AFCKGDDA_00007	5955	6842	887	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00008	6998	7231	233	Putative fluoride ion transporter CrcB	NA	NA	NA	NA	NA	NA	K06199
1	AFCKGDDA_00009	7228	7491	263	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00010	7430	8236	806	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00011	8233	8934	701	Phosphoglycolate phosphatase	NA	NA	NA	NA	NA	NA	K01091
1	AFCKGDDA_00012	8940	9107	167	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00013	9510	10031	521	Hypothetical	NA	NA	NA	NA	NA	NA	K07556
1	AFCKGDDA_00014	10103	11635	1532	Propionyl-CoA carboxylase beta chain	NA	NA	NA	NA	NA	NA	K01966
1	AFCKGDDA_00015	11683	11940	-257	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00016	12079	13326	-1247	Hypothetical	NA	NA	NA	NA	NA	NA	K03449
1	AFCKGDDA_00017	13435	14244	809	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"	NA	NA	NA	NA	NA	"MEROPS=2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MER0036053"	NA
1	AFCKGDDA_00018	14270	14764	-494	Ribonuclease HI	NA	NA	NA	NA	NA	NA	K03469
1	AFCKGDDA_00019	14742	15704	-962	Homoserine kinase	NA	NA	NA	NA	NA	NA	K02204
1	AFCKGDDA_00020	15717	16697	-980	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	NA	NA	NA	NA	NA	NA	K03527
1	AFCKGDDA_00021	16814	17335	521	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00022	17372	17581	209	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00023	17748	18134	386	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00024	18141	19694	-1553	Propionyl-CoA carboxylase beta chain	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00025	19697	20446	749	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00026	20467	21219	752	Aminomethyltransferase	NA	NA	NA	NA	NA	NA	K00605
1	AFCKGDDA_00027	21260	21634	374	Glycine cleavage system H protein	NA	NA	NA	NA	NA	NA	K02437
1	AFCKGDDA_00028	21977	22462	485	Glycine dehydrogenase (decarboxylating)	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00029	22594	22848	254	Glycine dehydrogenase (decarboxylating)	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00030	22873	24564	1691	Glycine dehydrogenase (decarboxylating)	NA	NA	NA	NA	NA	NA	K00281
1	AFCKGDDA_00031	24749	25237	-488	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00032	25310	25927	-617	Sarcosine oxidase subunit gamma	NA	NA	NA	NA	NA	NA	K00305
1	AFCKGDDA_00033	25920	28946	-3026	Sarcosine oxidase subunit alpha	NA	NA	NA	NA	NA	NA	K00302
1	AFCKGDDA_00034	28943	29296	-353	Hypothetical	NA	NA	NA	NA	NA	NA	K00304
1	AFCKGDDA_00035	29337	30692	-1355	Sarcosine oxidase subunit beta	NA	NA	NA	NA	NA	NA	K00303
1	AFCKGDDA_00036	31156	32751	1595	Heme-binding protein A	NA	NA	NA	NA	NA	NA	K02035
1	AFCKGDDA_00037	32856	33845	989	Glutathione transport system permease protein GsiC	NA	NA	NA	NA	NA	NA	K02033
1	AFCKGDDA_00038	33838	34836	998	Oligopeptide transport system permease protein OppC	NA	NA	NA	NA	NA	NA	K02034
1	AFCKGDDA_00039	34847	35827	980	Oligopeptide transport ATP-binding protein OppD	NA	NA	NA	NA	NA	NA	K02031
1	AFCKGDDA_00040	35820	36875	1055	Vitamin B12 import ATP-binding protein BtuD	NA	NA	NA	NA	NA	NA	K02032
1	AFCKGDDA_00041	37059	37307	248	Hypothetical	NA	NA	NA	NA	NA	NA	K18831
1	AFCKGDDA_00042	37354	39063	-1709	Glutamine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01886
1	AFCKGDDA_00043	39247	40137	890	Hypothetical	NA	NA	NA	NA	NA	NA	K07107
1	AFCKGDDA_00044	40151	41440	1289	putative MFS-type transporter YhjX	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00045	41470	42816	1346	Glutamyl-tRNA(Gln) amidotransferase subunit A	NA	NA	NA	NA	NA	NA	K02433
1	AFCKGDDA_00046	42858	43352	494	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00047	43360	44628	1268	putative oxidoreductase CzcO	NA	NA	NA	NA	NA	NA	K07222
1	AFCKGDDA_00048	44625	44969	-344	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00049	44991	46052	-1061	F420-dependent glucose-6-phosphate dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00050	46114	48165	-2051	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00051	48665	49735	-1070	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00052	50121	51197	-1076	Hypothetical	NA	NA	NA	NA	NA	NA	K03392
1	AFCKGDDA_00053	51335	52198	-863	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00054	52250	52609	-359	Putative aminoacrylate peracid reductase RutC	NA	NA	NA	NA	NA	NA	K09022
1	AFCKGDDA_00055	53157	53576	-419	4-hydroxy-tetrahydrodipicolinate synthase	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00056	54022	54243	221	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00057	54203	54970	767	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00058	55307	55585	-278	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00059	55760	56029	-269	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00060	56310	56687	377	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00061	57154	57690	536	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00062	57692	58768	-1076	putative peptidase	NA	NA	NA	NA	NA	MEROPS=putative peptidase MER0005462	NA
1	AFCKGDDA_00063	58892	60196	-1304	Hypothetical	GH33	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00064	60387	62948	-2561	Hypothetical	GH33	GH53	NA	NA	NA	NA	NA
1	AFCKGDDA_00065	63124	64122	998	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00066	64104	64919	815	3-oxoacyl-[acyl-carrier-protein] reductase FabG	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00067	64938	65023	-85	tRNA-Leu(tag)	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00068	65120	65428	308	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	AFCKGDDA_00069	65555	65887	332	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00070	755	1102	347	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00071	1647	1886	-239	Hypothetical	NA	NA	NA	NA	NA	NA	K23886
2	AFCKGDDA_00072	2508	3590	1082	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00073	3869	4255	386	IS1380 family transposase ISApr8	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00074	4252	4347	95	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00075	4350	5339	-989	Glyoxylate/hydroxypyruvate reductase B	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00076	5566	6348	782	Sorbitol dehydrogenase	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00077	6655	7497	-842	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00078	7580	7915	-335	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00079	7933	8685	-752	Cyclopentanol dehydrogenase	NA	NA	NA	NA	NA	NA	K00038
2	AFCKGDDA_00080	9009	9326	-317	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00081	9337	9723	-386	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00082	9662	9934	-272	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00083	10088	10161	73	tRNA-Arg(cct)	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00084	10569	11327	758	D-galactonate dehydratase	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00085	11311	11685	374	D-galactarolactone cycloisomerase	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00086	11705	12610	-905	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00087	12796	13185	389	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	AFCKGDDA_00088	13182	13664	-482	Hypothetical	NA	NA	NA	NA	NA	NA	K08234
