Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	FDOABLAP_00001	703	2319	-1616	Hypothetical	NA	NA	NA	NA	NA	NA	K02409
1	FDOABLAP_00003	2682	3104	-422	Flagellar basal-body rod protein FlgC	NA	NA	NA	NA	NA	NA	K02388
1	FDOABLAP_00004	3107	3463	-356	Flagellar basal body rod protein FlgB	NA	NA	NA	NA	NA	NA	K02387
1	FDOABLAP_00005	3611	4273	-662	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0014188	NA
1	FDOABLAP_00006	4366	5508	-1142	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	FDOABLAP_00007	5671	5832	161	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	FDOABLAP_00008	5880	6218	338	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	FDOABLAP_00009	6229	6918	-689	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	FDOABLAP_00010	309	614	-305	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	FDOABLAP_00011	900	1613	713	"Tryptophan 2,3-dioxygenase"	NA	NA	NA	NA	NA	NA	K00453
2	FDOABLAP_00012	1794	2198	-404	Arsenate-mycothiol transferase ArsC2	NA	NA	NA	NA	NA	NA	K03741
2	FDOABLAP_00013	2198	3277	-1079	Arsenical-resistance protein Acr3	NA	NA	NA	NA	NA	NA	K03325
2	FDOABLAP_00014	3800	4003	203	Cold shock protein ScoF	NA	NA	NA	NA	NA	NA	K03704
2	FDOABLAP_00015	4457	4849	392	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	FDOABLAP_00016	4849	5619	770	Molybdate-binding protein ModA	NA	NA	NA	NA	NA	NA	K02020
2	FDOABLAP_00017	5658	6416	758	Molybdenum transport system permease protein ModB	NA	NA	NA	NA	NA	NA	K02018
2	FDOABLAP_00018	6413	7465	1052	Molybdenum import ATP-binding protein ModC	NA	NA	NA	NA	NA	NA	K02017
2	FDOABLAP_00019	7494	8291	-797	"2,3-dehydroadipyl-CoA hydratase"	NA	NA	NA	NA	NA	NA	NA
2	FDOABLAP_00020	8342	8602	260	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	FDOABLAP_00021	8610	9842	1232	(R)-benzylsuccinyl-CoA dehydrogenase	NA	NA	NA	NA	NA	NA	K00249
2	FDOABLAP_00022	9823	10905	1082	Hypothetical	NA	NA	NA	NA	NA	NA	NA
3	FDOABLAP_00023	32	1018	-986	Heptaprenyl diphosphate synthase component 2	NA	NA	NA	NA	NA	NA	NA
