Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	MEBKBCOK_00001	891	2828	1937	Phosphoglycerol transferase I	NA	NA	NA	Sulfatase	NA	NA	K19005
1	MEBKBCOK_00004	4541	6625	-2084	Protein translocase subunit SecA	NA	NA	NA	NA	NA	NA	K03070
1	MEBKBCOK_00005	6789	7478	-689	Protein translocase subunit SecA 1	NA	NA	NA	NA	NA	NA	K03070
1	MEBKBCOK_00006	7463	7771	-308	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00007	7936	8157	-221	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00008	8302	8874	-572	Corrinoid adenosyltransferase	NA	NA	NA	NA	NA	NA	K00798
1	MEBKBCOK_00009	9254	9940	-686	putative ABC transporter ATP-binding protein YknY	NA	NA	NA	NA	NA	NA	K02003
1	MEBKBCOK_00010	10011	10784	-773	tRNA 5-hydroxyuridine methyltransferase	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00011	10799	11827	-1028	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00012	11814	12383	-569	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00013	12343	13338	-995	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00014	13422	14168	746	Putative cysteine ligase BshC	NA	NA	NA	NA	NA	NA	K22136
1	MEBKBCOK_00015	14137	15018	881	Putative cysteine ligase BshC	NA	NA	NA	NA	NA	NA	K22136
1	MEBKBCOK_00016	15084	15989	-905	Hypothetical	NA	NA	NA	NA	NA	NA	K07001
1	MEBKBCOK_00017	16164	16559	-395	H(+)/Cl(-) exchange transporter ClcA	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00018	16582	17067	-485	H(+)/Cl(-) exchange transporter ClcA	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00019	17069	17512	-443	H(+)/Cl(-) exchange transporter ClcA	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00020	17795	18772	-977	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00021	18873	20048	-1175	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00022	20286	21671	-1385	Hydroxymethylglutaryl-CoA synthase	NA	NA	NA	NA	NA	NA	K01641
1	MEBKBCOK_00023	21826	23358	1532	GMP synthase [glutamine-hydrolyzing]	NA	NA	NA	NA	NA	MEROPS=GMP synthase [glutamine-hydrolyzing]	K01951
1	MEBKBCOK_00024	23417	25336	1919	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00025	25421	25555	134	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00026	25582	25980	398	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00027	25964	26194	230	Hypothetical	NA	NA	NA	NA	NA	NA	K09954
1	MEBKBCOK_00028	26317	27933	1616	CTP synthase	NA	NA	NA	NA	NA	MEROPS=CTP synthase MER0065554	K01937
1	MEBKBCOK_00029	28145	29965	1820	Membrane protein insertase YidC	NA	NA	NA	NA	NA	NA	K03217
1	MEBKBCOK_00030	30071	30751	680	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00031	30878	31417	-539	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00032	31514	32269	-755	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00033	32402	33658	1256	tRNA-specific 2-thiouridylase MnmA	NA	NA	NA	NA	NA	NA	K00566
1	MEBKBCOK_00034	33715	35334	1619	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0019280	NA
1	MEBKBCOK_00035	35334	36278	944	NADH:quinone reductase	NA	NA	NA	NA	NA	NA	K02371
1	MEBKBCOK_00036	36497	39049	-2552	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0003428	NA
1	MEBKBCOK_00037	39108	39491	-383	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00038	39555	41312	-1757	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	NA	NA	NA	NA	NA	NA	K18889
1	MEBKBCOK_00039	41427	42536	1109	Leucine dehydrogenase	NA	NA	NA	NA	NA	NA	K00263
1	MEBKBCOK_00040	42599	43543	944	Transcription antitermination protein NusB	NA	NA	NA	NA	NA	NA	K03625
1	MEBKBCOK_00041	43593	44060	467	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00042	44087	44380	293	Hypothetical	NA	NA	NA	NA	NA	NA	K03210
1	MEBKBCOK_00043	44455	45690	-1235	Peptidase T	NA	NA	NA	NA	NA	MEROPS=Peptidase T MER0001421	K01258
1	MEBKBCOK_00044	45751	46764	1013	Dihydroorotate dehydrogenase (quinone)	NA	NA	NA	NA	NA	NA	K00254
1	MEBKBCOK_00045	46761	47375	614	Homoserine/homoserine lactone efflux protein	NA	NA	NA	NA	NA	NA	NA
1	MEBKBCOK_00046	47425	48288	863	Hydroxymethylglutaryl-CoA lyase YngG	NA	NA	NA	NA	NA	NA	K01640
1	MEBKBCOK_00047	48304	49821	1517	Mannosylglucosyl-3-phosphoglycerate phosphatase	NA	NA	NA	NA	NA	NA	NA
