Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	KHOCKEFB_00001	320	1027	707	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00002	1136	1921	785	Short-chain-enoyl-CoA hydratase	NA	NA	NA	NA	NA	NA	K01692
1	KHOCKEFB_00007	6213	7028	815	(3S)-malyl-CoA thioesterase	NA	NA	NA	NA	NA	NA	K01644
1	KHOCKEFB_00008	7082	8215	1133	Acetyl-CoA:oxalate CoA-transferase	NA	NA	NA	NA	NA	NA	K18289
1	KHOCKEFB_00009	8324	9211	-887	HTH-type transcriptional regulator GltC	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00010	9396	10244	848	Alpha-ketoglutarate-dependent taurine dioxygenase	NA	NA	NA	NA	NA	NA	K03119
1	KHOCKEFB_00011	10283	11215	932	L(+)-tartrate dehydratase subunit alpha	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00012	11209	11886	677	L(+)-tartrate dehydratase subunit beta	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00013	11929	13305	1376	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00014	13364	15427	-2063	Acetyl-/propionyl-coenzyme A carboxylase alpha chain	NA	NA	NA	NA	NA	NA	K01965
1	KHOCKEFB_00015	15469	17013	-1544	Propionyl-CoA carboxylase beta chain	NA	NA	NA	NA	NA	NA	K01966
1	KHOCKEFB_00016	17223	18002	779	2-oxo-tetronate isomerase	NA	NA	NA	NA	NA	NA	K01816
1	KHOCKEFB_00017	17999	18970	971	Glucokinase	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00018	19158	19559	401	HTH-type transcriptional regulator HmrR	NA	NA	NA	NA	NA	NA	K19591
1	KHOCKEFB_00019	19671	20027	356	Polyphosphate kinase	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00020	20182	21786	1604	Polyphosphate kinase	NA	NA	NA	NA	NA	NA	K00937
1	KHOCKEFB_00021	21805	22245	440	"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00022	22254	23312	1058	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00023	23362	24471	1109	Sensor histidine kinase ResE	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00024	24555	24695	-140	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00025	24781	25893	1112	P-loop guanosine triphosphatase YjiA	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00026	26095	26526	-431	High-affinity zinc uptake system protein ZnuA	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00027	26736	27128	-392	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00028	27133	27252	-119	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00029	27380	28204	824	Zinc import ATP-binding protein ZnuC	NA	NA	NA	NA	NA	NA	K09817
1	KHOCKEFB_00030	28197	28991	794	High-affinity zinc uptake system membrane protein ZnuB	NA	NA	NA	NA	NA	NA	K09816
1	KHOCKEFB_00031	29039	29443	404	Zinc uptake regulation protein	NA	NA	NA	NA	NA	NA	K09823
1	KHOCKEFB_00032	29642	30505	863	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00033	30838	30984	146	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00034	31380	31862	482	Hypothetical	NA	NA	NA	NA	NA	NA	K02040
1	KHOCKEFB_00035	32064	32339	275	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00036	32359	33480	1121	Phosphate transport system permease protein PstC 1	NA	NA	NA	NA	NA	NA	K02037
1	KHOCKEFB_00037	33473	34792	1319	Hypothetical	NA	NA	NA	NA	NA	NA	K02038
1	KHOCKEFB_00038	34801	35583	782	Phosphate import ATP-binding protein PstB	NA	NA	NA	NA	NA	NA	K02036
1	KHOCKEFB_00039	35592	36302	710	Phosphate-specific transport system accessory protein PhoU 	NA	NA	NA	NA	NA	NA	K02039
1	KHOCKEFB_00040	36320	37015	695	Phosphate regulon transcriptional regulatory protein PhoB	NA	NA	NA	NA	NA	NA	K07657
1	KHOCKEFB_00041	37022	37609	587	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00042	37672	38154	482	Hypothetical	NA	NA	NA	NA	NA	NA	K09768
1	KHOCKEFB_00043	38386	38895	509	Arsenate reductase	NA	NA	NA	NA	NA	NA	K03741
1	KHOCKEFB_00044	38882	39547	665	Aquaporin Z	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00045	39652	41466	1814	GTP-binding protein TypA/BipA	NA	NA	NA	NA	NA	NA	K06207
1	KHOCKEFB_00046	41645	42334	689	Orotate phosphoribosyltransferase	NA	NA	NA	NA	NA	NA	K00762
1	KHOCKEFB_00047	42504	42842	338	Oxygen-dependent choline dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00048	43006	44112	1106	Multidrug resistance protein MdtA	NA	NA	NA	NA	NA	NA	K18990
1	KHOCKEFB_00049	44109	47219	3110	Swarming motility protein SwrC	NA	NA	NA	NA	NA	NA	K18989
1	KHOCKEFB_00050	47238	48599	-1361	2-amino-5-chloromuconic acid deaminase	NA	NA	NA	NA	NA	NA	K01426
1	KHOCKEFB_00051	48759	49892	1133	S-(hydroxymethyl)glutathione dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00052	49986	51161	1175	Ectoine hydrolase	NA	NA	NA	NA	NA	MEROPS=Ectoine hydrolase MER0004931	K15783
1	KHOCKEFB_00053	51158	52333	1175	Acetylornithine deacetylase	NA	NA	NA	NA	NA	MEROPS=Acetylornithine deacetylase MER0001273	K01438
1	KHOCKEFB_00054	52346	53293	947	putative amino-acid metabolite efflux pump	NA	NA	NA	NA	NA	NA	K15268
1	KHOCKEFB_00055	53294	54487	-1193	Acyl-CoA dehydrogenase	NA	NA	NA	NA	NA	NA	K00252
1	KHOCKEFB_00056	54744	55400	656	Ribulose-phosphate 3-epimerase	NA	NA	NA	NA	NA	NA	K01783
1	KHOCKEFB_00057	55482	56180	698	Glutathionyl-hydroquinone reductase YqjG	NA	NA	NA	NA	NA	NA	K07393
1	KHOCKEFB_00058	56455	57471	-1016	Hypothetical	NA	NA	NA	NA	NA	NA	K07146
1	KHOCKEFB_00059	57650	58630	980	Taurine-binding periplasmic protein	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00060	58704	59165	461	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00061	59125	59502	377	Taurine import ATP-binding protein TauB	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00062	59495	61423	1928	Hypothetical	NA	NA	NA	NA	NA	NA	K15552
1	KHOCKEFB_00063	61482	62609	-1127	3-hydroxybenzoate 6-hydroxylase 1	NA	NA	NA	NA	NA	NA	NA
1	KHOCKEFB_00064	62793	63935	-1142	Beta-alanine--pyruvate aminotransferase	NA	NA	NA	NA	NA	NA	K00822
