Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	EDCAMHKE_00001	563	1177	-614	Hypothetical	NA	NA	NA	NA	SusD-like_3	NA	K21572
1	EDCAMHKE_00003	4131	4415	-284	TonB-dependent receptor P3	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00004	4693	5040	-347	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00005	5046	7283	-2237	Exo-oligoalginate lyase	PL17	PL17_2	NA	NA	NA	NA	K20525
1	EDCAMHKE_00006	7288	9612	-2324	Hypothetical	PL6_1	PL6_1|4.2.2.11	NA	NA	NA	NA	K01729
1	EDCAMHKE_00007	9809	9891	-82	tRNA-Leu(caa)	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00008	9898	10950	1052	Ribose-phosphate pyrophosphokinase	NA	NA	NA	NA	NA	NA	K00948
1	EDCAMHKE_00009	10969	11586	617	Hypothetical	NA	NA	NA	NA	NA	NA	K02897
1	EDCAMHKE_00010	11668	12288	620	Peptidyl-tRNA hydrolase	NA	NA	NA	NA	NA	NA	K01056
1	EDCAMHKE_00011	12285	12968	-683	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00012	12965	16855	-3890	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00013	16964	17905	941	Bifunctional riboflavin kinase/FMN adenylyltransferase	NA	NA	NA	NA	NA	NA	K11753
1	EDCAMHKE_00014	17946	19217	1271	Serine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01875
1	EDCAMHKE_00015	19227	19538	311	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00016	19538	20323	785	Ribosomal RNA small subunit methyltransferase A	NA	NA	NA	NA	NA	NA	K02528
1	EDCAMHKE_00017	20304	21662	1358	Magnesium transporter MgtE	NA	NA	NA	NA	NA	NA	K06213
1	EDCAMHKE_00018	21673	22635	962	Hydroxypyruvate reductase	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00019	22596	23051	455	Arsenate reductase	NA	NA	NA	NA	NA	NA	K03741
1	EDCAMHKE_00020	23054	24310	-1256	Lysine-sensitive aspartokinase 3	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00021	24320	24610	-290	Hypothetical	NA	NA	NA	NA	NA	NA	K00657
1	EDCAMHKE_00022	24621	24794	-173	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00023	24892	25662	-770	Esterase YbfF	NA	NA	NA	NA	NA	MEROPS=Esterase YbfF MER0031610	NA
1	EDCAMHKE_00024	25659	26375	-716	Pyridoxine 5'-phosphate synthase	NA	NA	NA	NA	NA	NA	K03474
1	EDCAMHKE_00025	26502	27374	872	NAD kinase	NA	NA	NA	NA	NA	NA	K00858
1	EDCAMHKE_00026	27488	28162	674	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00027	28162	28893	731	Isoprenyl transferase	NA	NA	NA	NA	NA	NA	K00806
1	EDCAMHKE_00028	28937	31459	2522	Outer membrane protein assembly factor BamA	NA	NA	NA	NA	NA	NA	K07277
1	EDCAMHKE_00029	31500	32075	575	Hypothetical	NA	NA	NA	NA	NA	NA	K06142
1	EDCAMHKE_00030	32102	32611	509	Hypothetical	NA	NA	NA	NA	NA	NA	K06142
1	EDCAMHKE_00031	32676	33473	797	Glutamate racemase	NA	NA	NA	NA	NA	NA	K01776
1	EDCAMHKE_00032	33454	33975	-521	Protein YrdA	NA	NA	NA	NA	NA	NA	K01726
1	EDCAMHKE_00033	34032	34967	935	Fe/S biogenesis protein NfuA	NA	NA	NA	NA	NA	NA	K22074
1	EDCAMHKE_00034	34973	37009	2036	Hypothetical	NA	NA	NA	NA	NA	NA	K06888
1	EDCAMHKE_00035	36999	37676	-677	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	NA	NA	NA	NA	NA	NA	K14742
1	EDCAMHKE_00036	37703	39169	-1466	Hypothetical	NA	NA	NA	NA	NA	NA	K12340
1	EDCAMHKE_00037	39147	40280	-1133	Multidrug resistance protein MdtA	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00038	40314	41591	-1277	Macrolide export ATP-binding/permease protein MacB	NA	NA	NA	NA	NA	NA	K02004
1	EDCAMHKE_00039	41584	42813	-1229	Macrolide export ATP-binding/permease protein MacB	NA	NA	NA	NA	NA	NA	K02004
1	EDCAMHKE_00040	42806	43507	-701	putative ABC transporter ATP-binding protein YknY	NA	NA	NA	NA	NA	NA	K02003
1	EDCAMHKE_00041	43591	43803	-212	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00042	43814	44341	-527	Hypothetical	NA	NA	NA	NA	NA	NA	K08976
1	EDCAMHKE_00043	44347	45051	-704	Hypothetical	NA	NA	NA	NA	NA	NA	K07152
1	EDCAMHKE_00044	45106	45771	-665	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00045	45780	46163	-383	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00046	46184	47164	-980	Hypothetical	NA	NA	NA	NA	NA	NA	K02276
1	EDCAMHKE_00047	47207	47779	-572	Cytochrome c oxidase subunit 3	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00048	47781	48692	-911	Protoheme IX farnesyltransferase	NA	NA	NA	NA	NA	NA	K02257
1	EDCAMHKE_00049	48810	49019	-209	Hypothetical	NA	NA	NA	NA	NA	NA	K03832
1	EDCAMHKE_00050	49020	49340	-320	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00051	49635	50345	-710	Hypothetical	NA	NA	NA	NA	NA	NA	K03832
1	EDCAMHKE_00052	50739	51119	-380	Glycine cleavage system H protein	NA	NA	NA	NA	NA	NA	K02437
1	EDCAMHKE_00053	51162	58607	-7445	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	EDCAMHKE_00054	58615	59196	-581	Holliday junction ATP-dependent DNA helicase RuvA	NA	NA	NA	NA	NA	NA	K03550
