Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	HMGNMFBD_00001	46	621	575	Dephospho-CoA kinase	NA	NA	NA	NA	NA	NA	K00859
1	HMGNMFBD_00003	944	2164	-1220	Arginine biosynthesis bifunctional protein ArgJ	NA	NA	NA	NA	NA	MEROPS=Arginine biosynthesis bifunctional	K00620
1	HMGNMFBD_00004	2216	4963	-2747	Protein translocase subunit SecA	NA	NA	NA	NA	NA	NA	K03070
1	HMGNMFBD_00005	5143	6066	-923	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0003380	K19304
1	HMGNMFBD_00006	6150	6623	473	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGNMFBD_00007	6673	7587	-914	UDP-3-O-acyl-N-acetylglucosamine deacetylase	CE11	CE11	NA	NA	NA	NA	K02535
1	HMGNMFBD_00008	7821	8978	-1157	Cell division protein FtsZ	NA	NA	NA	NA	NA	NA	K03531
1	HMGNMFBD_00009	9092	10300	-1208	Cell division protein FtsA	NA	NA	NA	NA	NA	NA	K03590
1	HMGNMFBD_00010	10318	11094	-776	Cell division protein FtsQ	NA	NA	NA	NA	NA	NA	K03589
1	HMGNMFBD_00011	11091	12572	-1481	UDP-N-acetylmuramate--L-alanine ligase	NA	NA	NA	NA	NA	NA	K01924
1	HMGNMFBD_00012	12572	13795	-1223	putative peptidoglycan glycosyltransferase FtsW	NA	NA	NA	NA	NA	NA	K03588
1	HMGNMFBD_00013	13795	15180	-1385	UDP-N-acetylmuramoylalanine--D-glutamate ligase	NA	NA	NA	NA	NA	NA	K01925
1	HMGNMFBD_00014	15170	16657	-1487	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"	NA	NA	NA	NA	NA	NA	K01928
1	HMGNMFBD_00015	16658	18331	-1673	"Peptidoglycan D,D-transpeptidase FtsI"	NA	NA	NA	NA	NA	NA	K03587
1	HMGNMFBD_00016	18337	18591	-254	Cell division protein FtsL	NA	NA	NA	NA	NA	NA	K03586
1	HMGNMFBD_00017	18695	19639	-944	Ribosomal RNA small subunit methyltransferase H	NA	NA	NA	NA	NA	NA	K03438
1	HMGNMFBD_00018	19672	20130	-458	Transcriptional regulator MraZ	NA	NA	NA	NA	NA	NA	K03925
1	HMGNMFBD_00019	20918	21742	-824	Ribosomal RNA small subunit methyltransferase I	NA	NA	NA	NA	NA	NA	K07056
1	HMGNMFBD_00020	21856	23745	1889	Penicillin-binding protein activator LpoA	NA	NA	NA	NA	NA	NA	K07121
1	HMGNMFBD_00021	23735	24118	383	Hypothetical	NA	NA	NA	NA	NA	NA	K07460
1	HMGNMFBD_00022	24165	24722	557	Hypothetical	NA	NA	NA	NA	NA	NA	K04065
1	HMGNMFBD_00023	24762	25175	-413	Hypothetical	NA	NA	NA	NA	NA	NA	K03600
1	HMGNMFBD_00024	25213	25845	-632	Stringent starvation protein A	NA	NA	NA	NA	NA	NA	K03599
1	HMGNMFBD_00025	25998	26861	-863	Ammonia monooxygenase gamma subunit	NA	NA	NA	NA	NA	NA	K00413
1	HMGNMFBD_00026	26858	28117	-1259	Cytochrome b	NA	NA	NA	NA	NA	NA	K00412
1	HMGNMFBD_00027	28117	28719	-602	Ubiquinol-cytochrome c reductase iron-sulfur subunit	NA	NA	NA	NA	NA	NA	K00411
1	HMGNMFBD_00028	29009	29395	-386	30S ribosomal protein S9	NA	NA	NA	NA	NA	NA	K02996
1	HMGNMFBD_00029	29411	29839	-428	50S ribosomal protein L13	NA	NA	NA	NA	NA	NA	K02871
1	HMGNMFBD_00030	30021	31106	-1085	Cell division protein ZapE	NA	NA	NA	NA	NA	NA	K06916
1	HMGNMFBD_00031	31115	32446	-1331	Histidinol dehydrogenase	NA	NA	NA	NA	NA	NA	K00013
