Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	HMGAHEIL_00001	60	386	326	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00002	533	2299	1766	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00003	2411	3664	1253	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00004	3664	5319	1655	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00005	5279	8887	3608	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00006	8907	9659	752	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00007	9958	10821	863	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00008	11060	11560	500	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00009	11733	12662	929	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00010	12910	15405	2495	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0025086	NA
1	HMGAHEIL_00011	15407	16240	833	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00012	16485	16862	377	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00013	17702	18661	959	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00014	18791	19135	344	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00015	19227	21443	2216	Vitamin B12 transporter BtuB	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00016	21525	21869	344	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00017	22151	22723	572	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00018	22804	23451	647	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00019	23452	25062	1610	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00020	25172	25567	395	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00021	25709	27730	2021	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00022	27824	31465	3641	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HMGAHEIL_00023	31465	33105	1640	Peptidoglycan-associated lipoprotein	NA	NA	NA	NA	NA	NA	K03286
2	HMGAHEIL_00030	3219	3500	281	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00031	3675	3863	188	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00032	3944	4960	1016	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	NA	NA	NA	NA	NA	NA	K03495
2	HMGAHEIL_00033	4957	5841	884	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00034	5998	7296	1298	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00035	7296	7370	-74	tRNA-Arg(tcg)	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00036	7463	9655	2192	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00037	9655	10362	707	DNA repair protein RecO	NA	NA	NA	NA	NA	NA	K03584
2	HMGAHEIL_00038	10359	12674	2315	Hypothetical	NA	NA	NA	NA	NA	NA	K02014
2	HMGAHEIL_00039	12678	15206	2528	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00040	15196	16089	-893	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00041	16089	17429	-1340	Membrane-bound lytic murein transglycosylase D	GH23	CBM50|GH23	NA	NA	NA	NA	K08307
2	HMGAHEIL_00042	17598	19535	1937	1-deoxy-D-xylulose-5-phosphate synthase	NA	NA	NA	NA	NA	NA	K01662
2	HMGAHEIL_00043	19563	20996	1433	Asparagine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01893
2	HMGAHEIL_00044	21000	22319	1319	RNA polymerase sigma-54 factor	NA	NA	NA	NA	NA	NA	K03092
2	HMGAHEIL_00045	22319	22921	602	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00046	22907	24355	-1448	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00047	24355	25305	-950	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00048	25302	28994	-3692	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00049	29000	30220	-1220	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0003380	K19304
2	HMGAHEIL_00050	30259	31014	-755	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00051	31034	32455	-1421	Glutamyl-tRNA(Gln) amidotransferase subunit A	NA	NA	NA	NA	NA	NA	K02433
2	HMGAHEIL_00052	32467	32643	-176	Sec-independent protein translocase protein TatA	NA	NA	NA	NA	NA	NA	K03116
2	HMGAHEIL_00053	32686	33939	-1253	Murein hydrolase activator EnvC	NA	NA	NA	NA	NA	MEROPS=Murein hydrolase activator	K22719
2	HMGAHEIL_00054	33923	34660	-737	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00055	34653	36398	-1745	Beta-barrel assembly-enhancing protease	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00056	36399	37400	-1001	Bifunctional protein GlmU	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00057	37414	37848	-434	Deoxyuridine 5'-triphosphate nucleotidohydrolase	NA	NA	NA	NA	NA	NA	K01520
2	HMGAHEIL_00058	37845	39245	-1400	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00059	39246	40019	-773	Crotonyl-CoA hydratase	NA	NA	NA	NA	NA	NA	K01692
2	HMGAHEIL_00060	40119	40982	-863	"ATP synthase gamma chain, sodium ion specific"	NA	NA	NA	NA	NA	NA	K02115
2	HMGAHEIL_00061	40986	42566	-1580	ATP synthase subunit alpha	NA	NA	NA	NA	NA	NA	K02111
2	HMGAHEIL_00062	42581	43138	-557	ATP synthase subunit delta	NA	NA	NA	NA	NA	NA	K02113
2	HMGAHEIL_00063	43145	43645	-500	ATP synthase subunit b	NA	NA	NA	NA	NA	NA	K02109
2	HMGAHEIL_00064	43724	43948	-224	ATP synthase subunit c	NA	NA	NA	NA	NA	NA	K02110
2	HMGAHEIL_00065	43988	45073	-1085	ATP synthase subunit a	NA	NA	NA	NA	NA	NA	K02108
2	HMGAHEIL_00066	45100	45471	-371	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00067	45663	46070	-407	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00068	46119	48707	-2588	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00069	48784	49665	881	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0003380	NA
2	HMGAHEIL_00070	49667	51154	1487	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00071	51154	52311	1157	1-deoxy-D-xylulose 5-phosphate reductoisomerase	NA	NA	NA	NA	NA	NA	K00099
2	HMGAHEIL_00072	52312	53649	1337	Putative zinc metalloprotease	NA	NA	NA	NA	NA	MEROPS=Putative zinc metalloprotease	K11749
2	HMGAHEIL_00073	53650	54918	1268	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HMGAHEIL_00074	54991	55749	758	Hypothetical	NA	NA	NA	NA	NA	NA	NA
