Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	BFFKJFFL_00001	16	1614	1598	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BFFKJFFL_00002	1611	2282	671	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BFFKJFFL_00003	2401	3408	1007	Delta(1)-pyrroline-2-carboxylate reductase	NA	NA	NA	NA	NA	NA	K13609
1	BFFKJFFL_00006	6086	7090	-1004	Hypothetical	NA	NA	NA	NA	NA	NA	K07146
1	BFFKJFFL_00007	7197	7727	-530	Hydroperoxy fatty acid reductase gpx1	NA	NA	NA	NA	NA	NA	K00432
1	BFFKJFFL_00008	7911	9053	-1142	3-hydroxybenzoate 6-hydroxylase 1	NA	NA	NA	NA	NA	NA	NA
1	BFFKJFFL_00009	9253	9777	524	Inorganic pyrophosphatase	NA	NA	NA	NA	NA	NA	K01507
1	BFFKJFFL_00010	9820	10860	1040	Dihydroorotase	NA	NA	NA	NA	NA	MEROPS=Dihydroorotase MER0061068 -	NA
1	BFFKJFFL_00011	11039	12142	1103	Putrescine-binding periplasmic protein SpuD	NA	NA	NA	NA	NA	NA	K11073
1	BFFKJFFL_00012	12173	13216	1043	Vitamin B12 import ATP-binding protein BtuD	NA	NA	NA	NA	NA	NA	K10822
1	BFFKJFFL_00013	13213	14145	932	Putrescine transport system permease protein PotH	NA	NA	NA	NA	NA	NA	K11075
1	BFFKJFFL_00014	14145	14987	842	Inner membrane ABC transporter permease protein YdcV	NA	NA	NA	NA	NA	NA	K11074
1	BFFKJFFL_00015	15015	15695	680	Orotate phosphoribosyltransferase	NA	NA	NA	NA	NA	NA	K00762
1	BFFKJFFL_00016	15724	16587	863	Ribokinase	NA	NA	NA	NA	NA	NA	K00852
1	BFFKJFFL_00017	16590	17177	587	Thymidine kinase	NA	NA	NA	NA	NA	NA	K00857
1	BFFKJFFL_00018	17331	17540	209	GTP-binding protein TypA/BipA	NA	NA	NA	NA	NA	NA	NA
1	BFFKJFFL_00019	17521	19149	1628	GTP-binding protein TypA/BipA 	NA	NA	NA	NA	NA	NA	K06207
1	BFFKJFFL_00020	19286	19513	227	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BFFKJFFL_00021	19546	20760	-1214	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BFFKJFFL_00022	20757	21839	-1082	Glyceraldehyde-3-phosphate dehydrogenase 3	NA	NA	NA	NA	NA	NA	NA
1	BFFKJFFL_00023	22002	22253	251	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00024	85	663	578	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00025	660	1808	1148	D-inositol-3-phosphate glycosyltransferase	GT4	GT4	NA	NA	NA	NA	NA
2	BFFKJFFL_00026	2074	2568	494	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00027	2829	3233	404	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00028	3738	4220	482	"GDP-mannose 4,6-dehydratase"	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00029	4459	4803	344	"GDP-mannose 4,6-dehydratase"	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00030	4859	5851	992	"GDP-mannose 4,6-dehydratase"	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00031	6011	6427	416	UDP-glucose 4-epimerase	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00032	6447	8552	-2105	Hypothetical	GT66	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00033	8625	9632	-1007	UDP-glucose 4-epimerase	NA	NA	NA	NA	NA	NA	K08679
2	BFFKJFFL_00034	9875	10699	824	Alpha-ketoglutarate-dependent taurine dioxygenase	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00035	10721	11623	902	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	BFFKJFFL_00036	11787	13016	1229	Hypothetical	NA	NA	NA	NA	NA	NA	K01999
