Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	HOCLDAEG_00001	185	1483	-1298	Folylpolyglutamate synthase	NA	NA	NA	NA	NA	NA	K11754
1	HOCLDAEG_00003	2512	3234	-722	Hypothetical	NA	NA	NA	NA	NA	NA	K02242
1	HOCLDAEG_00004	3304	4044	-740	tRNA pseudouridine synthase A	NA	NA	NA	NA	NA	NA	K06173
1	HOCLDAEG_00005	4415	5164	749	Hypothetical	NA	NA	NA	NA	NA	NA	K07090
1	HOCLDAEG_00006	5341	5922	581	Crossover junction endodeoxyribonuclease RuvC	NA	NA	NA	NA	NA	NA	K01159
1	HOCLDAEG_00007	6065	6775	710	Benzil reductase ((S)-benzoin forming)	NA	NA	NA	NA	NA	NA	K16216
1	HOCLDAEG_00008	7255	9207	-1952	"Peptidoglycan D,D-transpeptidase MrdA"	NA	NA	NA	NA	NA	NA	K05515
1	HOCLDAEG_00009	9204	9734	-530	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00010	9724	10584	-860	Cell shape-determining protein MreC	NA	NA	NA	NA	NA	NA	K03570
1	HOCLDAEG_00011	10594	11613	-1019	Cell shape-determining protein MreB	NA	NA	NA	NA	NA	NA	K03569
1	HOCLDAEG_00012	12028	14796	2768	Aconitate hydratase B	NA	NA	NA	NA	NA	NA	K01682
1	HOCLDAEG_00013	15226	16620	-1394	Hypothetical	NA	NA	NA	NA	NA	NA	K07315
1	HOCLDAEG_00014	16708	17214	-506	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00015	17390	17863	-473	Alkyl hydroperoxide reductase E	NA	NA	NA	NA	NA	NA	K24129
1	HOCLDAEG_00016	18017	19198	-1181	Tyrosine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01866
1	HOCLDAEG_00017	19259	20416	-1157	Bifunctional protein HldE	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00018	20491	21864	1373	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00019	21953	22519	-566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00020	23289	24335	-1046	Holliday junction ATP-dependent DNA helicase RuvB	NA	NA	NA	NA	NA	NA	K03551
1	HOCLDAEG_00021	24475	24987	-512	Trifunctional NAD biosynthesis/regulator protein NadR	NA	NA	NA	NA	NA	NA	K06211
1	HOCLDAEG_00022	25103	25711	-608	Nicotinamide riboside transporter PnuC	NA	NA	NA	NA	NA	NA	K03811
1	HOCLDAEG_00023	25743	26042	-299	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00024	26084	26794	-710	Phosphoserine phosphatase	NA	NA	NA	NA	NA	NA	K02203
1	HOCLDAEG_00025	26736	27287	-551	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00026	27624	29111	-1487	Glutamate synthase [NADPH] small chain	NA	NA	NA	NA	NA	NA	K00266
1	HOCLDAEG_00027	29270	33916	-4646	Ferredoxin-dependent glutamate synthase 1	NA	NA	NA	NA	NA	MEROPS=Ferredoxin-dependent glutamate synthase	K00265
1	HOCLDAEG_00028	34179	34472	-293	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00029	34587	35051	-464	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00030	35125	35670	-545	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00031	35717	36163	-446	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HOCLDAEG_00032	36191	37555	-1364	Biotin carboxylase	NA	NA	NA	NA	NA	NA	K01961
1	HOCLDAEG_00033	37561	38004	-443	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	NA	NA	NA	NA	NA	NA	K02160
2	HOCLDAEG_00034	25	246	221	Aspartate carbamoyltransferase	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00035	285	1580	1295	Dihydroorotase	NA	NA	NA	NA	NA	MEROPS=Dihydroorotase MER0005767 -	K01465
2	HOCLDAEG_00036	1546	2535	989	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0056047	K07052
2	HOCLDAEG_00037	2991	3674	683	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00038	3884	4870	986	Alanine racemase 1	NA	NA	NA	NA	NA	NA	K01775
2	HOCLDAEG_00039	5189	6676	1487	Oxaloacetate decarboxylase alpha chain	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00040	6824	7264	440	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00041	7356	7523	-167	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00042	7524	8351	827	Serine acetyltransferase	NA	NA	NA	NA	NA	NA	K00640
2	HOCLDAEG_00043	8466	10697	2231	K(+)/H(+) antiporter NhaP2	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00044	10810	10914	-104	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00045	11005	11199	194	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00046	11367	11450	83	tRNA-Leu(tag)	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00047	11696	12202	-506	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00048	12375	13307	-932	Tyrosine recombinase XerD	NA	NA	NA	NA	NA	NA	K04763
2	HOCLDAEG_00049	13506	14813	1307	Amino-acid acetyltransferase	NA	NA	NA	NA	NA	NA	K14682
2	HOCLDAEG_00050	14830	15159	329	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00051	15322	16002	-680	Hypothetical	NA	NA	NA	NA	NA	NA	K02362
2	HOCLDAEG_00052	16110	17282	1172	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00053	17312	18130	818	Polyphosphate:AMP/ADP phosphotransferase	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00054	18263	18505	-242	Formylglycine-generating enzyme	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00055	18518	19093	-575	Formylglycine-generating enzyme	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00056	19248	20009	761	Ribulose-phosphate 3-epimerase	NA	NA	NA	NA	NA	NA	K01783
2	HOCLDAEG_00057	20079	20219	-140	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00058	20336	21127	-791	Omega-amidase YafV	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00059	21647	21723	76	tRNA-Val(tac)	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00060	21757	22230	473	Acetolactate synthase small subunit	NA	NA	NA	NA	NA	NA	K01653
2	HOCLDAEG_00061	22295	23323	1028	Ketol-acid reductoisomerase (NAD(+))	NA	NA	NA	NA	NA	NA	K00053
2	HOCLDAEG_00062	23434	24294	860	Porphobilinogen deaminase	NA	NA	NA	NA	NA	NA	K01749
2	HOCLDAEG_00063	24543	26081	1538	Siroheme synthase	NA	NA	NA	NA	NA	NA	K13542
2	HOCLDAEG_00064	26199	26630	-431	Zinc-dependent sulfurtransferase SufU	NA	NA	NA	NA	NA	NA	K04488
2	HOCLDAEG_00065	26681	27910	-1229	Cysteine desulfurase SufS	NA	NA	NA	NA	NA	NA	K11717
2	HOCLDAEG_00066	28463	30433	-1970	Acetyl-coenzyme A synthetase	NA	NA	NA	NA	NA	NA	K01895
2	HOCLDAEG_00067	30649	32424	1775	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00068	32518	33279	761	Imidazole glycerol phosphate synthase subunit HisF	NA	NA	NA	NA	NA	NA	K02500
2	HOCLDAEG_00069	33418	34311	893	Hypothetical	NA	NA	NA	NA	NA	NA	K07045
2	HOCLDAEG_00070	34473	35414	-941	UDP-glucose 4-epimerase	NA	NA	NA	NA	NA	NA	K08678
2	HOCLDAEG_00071	35740	38073	2333	3'-5' exonuclease DinG	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00072	38585	38749	164	Phosphoribosylformylglycinamidine synthase	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00073	38906	40672	1766	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00074	40669	41712	1043	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00075	41732	42028	-296	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00076	42266	42421	-155	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00077	42418	42882	-464	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00078	42937	43914	-977	Hypothetical	NA	NA	NA	NA	NA	NA	K07491
2	HOCLDAEG_00079	44004	44249	245	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00080	44359	44433	74	tRNA-Arg(tct)	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00081	44713	45393	-680	Transcriptional regulatory protein DegU	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00082	45622	45981	359	Oxalate-binding protein	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00083	46081	46368	-287	tRNA (cytidine(34)-2'-O)-methyltransferase	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00084	46328	46588	-260	tRNA (cytidine(34)-2'-O)-methyltransferase	NA	NA	NA	NA	NA	NA	K03216
2	HOCLDAEG_00085	46780	47166	-386	Diacylglycerol kinase	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00086	47480	47662	-182	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00087	47995	48714	-719	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00088	48844	49515	-671	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00089	49780	51249	-1469	ATP-dependent RNA helicase RhlE	NA	NA	NA	NA	NA	NA	K11927
2	HOCLDAEG_00090	51839	52108	-269	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00091	52333	52824	-491	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00092	53003	53485	482	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00093	53497	54441	-944	Phosphatidylserine decarboxylase proenzyme 2	NA	NA	NA	NA	NA	NA	K01613
2	HOCLDAEG_00094	54416	55780	-1364	Chloride/fluoride channel protein	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00095	56286	56447	161	Hypothetical	NA	NA	NA	NA	NA	NA	NA
2	HOCLDAEG_00096	56850	58427	-1577	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	NA	NA	NA	NA	NA	NA	K15633
2	HOCLDAEG_00097	58462	59472	-1010	Hypothetical	NA	NA	NA	NA	NA	NA	K07301
2	HOCLDAEG_00098	59625	62453	2828	Isoleucine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01870
2	HOCLDAEG_00099	62473	63342	869	RNA polymerase-binding transcription factor DksA	NA	NA	NA	NA	NA	NA	K06204
