Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	OHHPEHHG_00001	40	465	425	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00002	512	808	296	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00003	1177	2148	971	Hypothetical	GH73	CBM50|GH73	NA	NA	NA	NA	K02395
1	OHHPEHHG_00008	6206	8809	2603	Alanine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01872
1	OHHPEHHG_00009	8809	9600	791	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00010	9675	10268	-593	Hypothetical	NA	NA	NA	NA	NA	NA	K06142
1	OHHPEHHG_00011	10270	12270	-2000	Urocanate hydratase	NA	NA	NA	NA	NA	NA	K01712
1	OHHPEHHG_00012	12275	12439	-164	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00013	12487	13353	866	D-cysteine desulfhydrase	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00014	13343	14686	-1343	Kynurenine 3-monooxygenase	NA	NA	NA	NA	NA	NA	K00486
1	OHHPEHHG_00015	14683	15957	-1274	Kynureninase	NA	NA	NA	NA	NA	NA	K01556
1	OHHPEHHG_00016	15978	16823	-845	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00017	16898	19771	2873	Glycine dehydrogenase (decarboxylating)	NA	NA	NA	NA	NA	NA	K00281
1	OHHPEHHG_00018	19858	21111	-1253	Miniconductance mechanosensitive channel YbdG	NA	NA	NA	NA	NA	NA	K16053
1	OHHPEHHG_00019	21111	22079	-968	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00020	22083	24473	-2390	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00021	24565	24822	-257	Sugar transporter SemiSWEET	NA	NA	NA	NA	NA	NA	K15383
1	OHHPEHHG_00022	25060	26565	1505	"ATP synthase subunit beta, sodium ion specific"	NA	NA	NA	NA	NA	NA	K02112
1	OHHPEHHG_00023	26577	26867	290	ATP synthase epsilon chain	NA	NA	NA	NA	NA	NA	NA
1	OHHPEHHG_00024	26983	27579	596	Vitamin B12 transporter BtuB	NA	NA	NA	NA	NA	NA	NA
