Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	LNGLEJCA_00001	6	464	458	L-lactate dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00002	469	1152	683	Putative L-lactate dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00003	1206	1691	485	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00004	1730	2617	887	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00005	2640	5132	-2492	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00006	5203	5940	737	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00007	6077	7246	1169	Putative acyl-CoA dehydrogenase FadE17	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00008	7249	8352	1103	Caffeyl-CoA reductase-Etf complex subunit CarC	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00009	8355	8807	452	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00010	9102	9704	602	Threonine efflux protein	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00011	9790	11313	1523	Methylmalonyl-CoA carboxyltransferase 12S subunit	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00012	11313	11711	398	Beta-carbonic anhydrase 1	NA	NA	NA	NA	NA	NA	K01673
1	LNGLEJCA_00014	12586	13305	719	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00015	13349	13927	578	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00016	13980	14150	170	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00017	14440	15729	1289	putative protein	NA	NA	NA	NA	NA	MEROPS=putative protein MER0005900	NA
1	LNGLEJCA_00018	15740	17218	1478	Phenolic acid decarboxylase	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00019	17211	18245	1034	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00020	18250	19335	1085	Haloalkane dehalogenase	NA	NA	NA	NA	NA	MEROPS=Haloalkane dehalogenase MER0003280	K01563
1	LNGLEJCA_00021	19338	19748	410	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00022	19745	20803	1058	Ribonuclease BN	NA	NA	NA	NA	NA	NA	K00784
1	LNGLEJCA_00023	20829	21254	425	tRNA-specific adenosine deaminase	NA	NA	NA	NA	NA	NA	K11991
1	LNGLEJCA_00024	21325	21879	-554	Hypothetical	NA	NA	NA	NA	NA	NA	K07230
1	LNGLEJCA_00025	22225	22560	335	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00026	22583	26485	3902	Phosphoribosylformylglycinamidine synthase	NA	NA	NA	NA	NA	MEROPS=Phosphoribosylformylglycinamidine synthase MER0042827	K01952
1	LNGLEJCA_00027	26568	27821	1253	Serine hydroxymethyltransferase	NA	NA	NA	NA	NA	NA	K00600
1	LNGLEJCA_00028	27828	28340	512	Transcriptional repressor NrdR	NA	NA	NA	NA	NA	NA	K07738
1	LNGLEJCA_00029	28337	29413	1076	Riboflavin biosynthesis protein RibD	NA	NA	NA	NA	NA	NA	K11752
1	LNGLEJCA_00030	29510	30145	635	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00031	30212	31153	941	Bifunctional riboflavin kinase/FMN adenylyltransferase	NA	NA	NA	NA	NA	NA	K11753
1	LNGLEJCA_00032	31156	31593	437	Transcription antitermination protein NusB	NA	NA	NA	NA	NA	NA	K03625
1	LNGLEJCA_00033	31604	32557	953	Thiamine-monophosphate kinase	NA	NA	NA	NA	NA	NA	K00946
1	LNGLEJCA_00034	32554	33039	485	Phosphatidylglycerophosphatase A	NA	NA	NA	NA	NA	NA	K01095
1	LNGLEJCA_00035	33028	33261	-233	Exodeoxyribonuclease 7 small subunit	NA	NA	NA	NA	NA	NA	K03602
1	LNGLEJCA_00036	33367	35496	2129	Catalase-peroxidase	AA2	AA2	NA	NA	NA	NA	K03782
1	LNGLEJCA_00037	35656	37545	1889	DNA topoisomerase 4 subunit B	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00038	37545	39836	2291	DNA topoisomerase 4 subunit A	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00039	39850	40419	569	Elongation factor P	NA	NA	NA	NA	NA	NA	K02356
1	LNGLEJCA_00040	40508	40627	-119	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00041	40653	41429	-776	Phosphatidylserine decarboxylase proenzyme	NA	NA	NA	NA	NA	NA	K01613
1	LNGLEJCA_00042	41496	42389	893	50S ribosomal protein L3 glutamine methyltransferase	NA	NA	NA	NA	NA	NA	K07320
1	LNGLEJCA_00043	42427	43506	1079	Chorismate synthase	NA	NA	NA	NA	NA	NA	K01736
1	LNGLEJCA_00044	43512	44513	1001	Aspartate-semialdehyde dehydrogenase 2	NA	NA	NA	NA	NA	NA	K00133
1	LNGLEJCA_00045	44516	45304	788	tRNA pseudouridine synthase A	NA	NA	NA	NA	NA	NA	K06173
1	LNGLEJCA_00046	45332	46198	866	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	NA	NA	NA	NA	NA	NA	K01963
1	LNGLEJCA_00047	46219	47487	1268	Dihydrofolate synthase/folylpolyglutamate synthase	NA	NA	NA	NA	NA	NA	K11754
1	LNGLEJCA_00048	47493	47888	395	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00049	47885	48424	539	Hypothetical	NA	NA	NA	NA	NA	NA	K03558
1	LNGLEJCA_00050	48457	49980	1523	Amidophosphoribosyltransferase	NA	NA	NA	NA	NA	MEROPS=Amidophosphoribosyltransferase MER0011806 -	K00764
1	LNGLEJCA_00051	49969	50703	-734	"UDP-2,3-diacylglucosamine hydrolase"	NA	NA	NA	NA	NA	NA	K03269
1	LNGLEJCA_00052	50737	51306	-569	Peptidyl-prolyl cis-trans isomerase cyp18	NA	NA	NA	NA	NA	NA	K03768
1	LNGLEJCA_00053	51303	52193	-890	Bifunctional protein FolD protein	NA	NA	NA	NA	NA	NA	K01491
1	LNGLEJCA_00054	52294	52370	76	tRNA-Pro(tgg)	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00055	52419	53465	1046	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00056	53772	53848	76	tRNA-Arg(tct)	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00057	53894	54352	-458	Hypothetical	NA	NA	NA	NA	NA	NA	K15977
1	LNGLEJCA_00058	54447	55181	734	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00059	55178	56089	911	Branched-chain-amino-acid aminotransferase	NA	NA	NA	NA	NA	NA	K00826
1	LNGLEJCA_00060	56177	57787	1610	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0001284	K19701
1	LNGLEJCA_00061	57875	58531	656	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00062	58599	59021	422	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00063	59057	59350	293	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00064	59367	59804	437	F420H(2)-dependent quinone reductase	NA	NA	NA	NA	NA	NA	K00540
1	LNGLEJCA_00065	59839	60876	1037	Alkanesulfonate monooxygenase	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00066	60942	61685	743	Hypothetical	NA	NA	NA	NA	NA	NA	K07275
1	LNGLEJCA_00067	61768	62016	248	Hypothetical	NA	NA	NA	NA	NA	NA	K08993
1	LNGLEJCA_00068	62052	62675	623	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	NA	NA	NA	NA	NA	NA	NA
1	LNGLEJCA_00069	62803	67428	4625	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0001063	K20276
