Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	HLDOHFGL_00001	557	820	263	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HLDOHFGL_00002	1053	2243	-1190	Acetylornithine aminotransferase	NA	NA	NA	NA	NA	NA	K00821
1	HLDOHFGL_00004	3161	4099	-938	Arginine biosynthesis bifunctional protein ArgJ	NA	NA	NA	NA	NA	MEROPS=Arginine biosynthesis bifunctional	K00620
1	HLDOHFGL_00005	4134	4391	-257	"Arginine biosynthesis bifunctional protein ArgJ, chloroplastic"	NA	NA	NA	NA	NA	NA	NA
1	HLDOHFGL_00006	4409	5431	-1022	N-acetyl-gamma-glutamyl-phosphate reductase	NA	NA	NA	NA	NA	NA	K00145
1	HLDOHFGL_00007	5641	6033	-392	30S ribosomal protein S9	NA	NA	NA	NA	NA	NA	K02996
1	HLDOHFGL_00008	6065	6592	-527	50S ribosomal protein L13	NA	NA	NA	NA	NA	NA	K02871
1	HLDOHFGL_00009	6649	6861	212	Hypothetical	NA	NA	NA	NA	NA	NA	K03060
1	HLDOHFGL_00010	6919	7392	473	SsrA-binding protein	NA	NA	NA	NA	NA	NA	K03664
1	HLDOHFGL_00011	7498	8421	923	Homoserine kinase	NA	NA	NA	NA	NA	NA	K00872
1	HLDOHFGL_00012	8492	8920	428	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HLDOHFGL_00013	9128	11707	2579	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0390687	K07263
1	HLDOHFGL_00014	11815	11889	74	tRNA-Arg(cct)	NA	NA	NA	NA	NA	NA	NA
1	HLDOHFGL_00015	12042	12497	455	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HLDOHFGL_00016	12526	14619	2093	Cell division coordinator CpoB	NA	NA	NA	NA	NA	NA	NA
1	HLDOHFGL_00017	14650	15297	647	Tol-Pal system protein TolQ	NA	NA	NA	NA	NA	NA	K03561
1	HLDOHFGL_00018	15302	15844	542	Hypothetical	NA	NA	NA	NA	NA	NA	K03559
1	HLDOHFGL_00019	15844	16605	761	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HLDOHFGL_00020	16630	17118	488	tRNA-specific adenosine deaminase	NA	NA	NA	NA	NA	NA	K01493
1	HLDOHFGL_00021	17140	17715	575	Hypothetical	NA	NA	NA	NA	NA	NA	K07735
1	HLDOHFGL_00022	18017	18262	245	50S ribosomal protein L31 type B	NA	NA	NA	NA	NA	NA	K02909
1	HLDOHFGL_00023	18352	19998	-1646	Hypothetical	NA	NA	NA	NA	NA	NA	K02238
1	HLDOHFGL_00024	20183	20644	461	Hypothetical	NA	NA	NA	NA	NA	NA	K08972
1	HLDOHFGL_00025	20852	22249	1397	Dihydrolipoyl dehydrogenase	NA	NA	NA	NA	NA	NA	K00382
1	HLDOHFGL_00026	22349	23323	974	Hypothetical	NA	NA	NA	NA	NA	NA	K07577
