Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	MAJFJDBM_00001	414	2624	-2210	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00002	2715	3410	-695	Bacitracin transport ATP-binding protein BcrA	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00003	3582	4898	-1316	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00004	4969	5328	-359	Thioredoxin 1	NA	NA	NA	NA	NA	NA	K03671
1	MAJFJDBM_00006	7629	8555	926	Vitamin B12 import ATP-binding protein BtuD	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00007	8585	9037	-452	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00008	9041	9595	-554	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00009	9592	9846	-254	Acyl carrier protein	NA	NA	NA	NA	NA	NA	K02078
1	MAJFJDBM_00010	9900	11168	-1268	3-oxoacyl-[acyl-carrier-protein] synthase 1	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00011	11158	11610	-452	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	NA	NA	NA	NA	NA	NA	K02372
1	MAJFJDBM_00012	11615	12409	-794	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL	NA	NA	NA	NA	NA	NA	K10780
1	MAJFJDBM_00013	12403	13455	-1052	Alpha-pyrone synthesis polyketide synthase-like Pks11	NA	NA	NA	NA	NA	NA	K16167
1	MAJFJDBM_00014	13483	14205	-722	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	MAJFJDBM_00015	14202	15338	-1136	Hypothetical	NA	NA	NA	NA	NA	NA	K21401
1	MAJFJDBM_00016	15342	15878	-536	Protein YceI	NA	NA	NA	NA	NA	MEROPS=Protein YceI MER0492485	NA
