Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	KGNDFCLI_00001	6	194	188	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00002	230	1300	-1070	Putrescine-binding periplasmic protein SpuD	NA	NA	NA	NA	NA	NA	K11073
1	KGNDFCLI_00007	4572	5894	1322	"Glutamate-1-semialdehyde 2,1-aminomutase"	NA	NA	NA	NA	NA	NA	K01845
1	KGNDFCLI_00008	5887	7503	1616	"4,4'-diapolycopene oxygenase"	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00009	7496	9064	1568	"4,4'-diapolycopen-4-al dehydrogenase"	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00010	9066	10256	1190	Aminomethyltransferase	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00011	10263	12353	2090	Trans-feruloyl-CoA synthase FCS1	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00012	12373	13893	1520	NADP/NAD-dependent aldehyde dehydrogenase PuuC	NA	NA	NA	NA	NA	NA	K09472
1	KGNDFCLI_00013	13899	14708	809	Short-chain-enoyl-CoA hydratase	NA	NA	NA	NA	NA	NA	K01692
1	KGNDFCLI_00014	14722	16083	1361	Gamma-glutamylputrescine synthetase PuuA	NA	NA	NA	NA	NA	NA	K01915
1	KGNDFCLI_00015	16126	17340	-1214	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00016	17456	17836	380	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00017	17885	18322	-437	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00018	18417	18953	536	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00019	18960	20498	-1538	Para-nitrobenzyl esterase	NA	NA	NA	NA	NA	MEROPS=Para-nitrobenzyl esterase MER0033198	NA
1	KGNDFCLI_00020	20504	22006	-1502	Succinate-semialdehyde dehydrogenase [NADP(+)]	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00021	22007	22990	-983	Alcohol dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00022	22987	23793	-806	D-beta-hydroxybutyrate dehydrogenase	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00023	23800	24258	-458	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00024	24387	24710	-323	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00025	24707	26110	-1403	Imidazolonepropionase	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00026	26107	26391	-284	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00027	26369	27316	-947	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00028	27390	28685	1295	putative protein	NA	NA	NA	NA	NA	MEROPS=putative protein MER0005900	NA
1	KGNDFCLI_00029	28682	30562	1880	Hypothetical	NA	NA	NA	NA	NA	NA	K18218
1	KGNDFCLI_00030	30529	31395	866	S-formylglutathione hydrolase	CE1	NA	NA	NA	NA	MEROPS=S-formylglutathione hydrolase MER0043126	K01070
1	KGNDFCLI_00031	31408	32601	-1193	Carnitine monooxygenase oxygenase subunit	NA	NA	NA	NA	NA	NA	K00479
1	KGNDFCLI_00032	32659	34620	-1961	Na(+)-translocating NADH-quinone reductase subunit F	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00033	34668	35555	-887	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase	NA	NA	NA	NA	NA	NA	NA
1	KGNDFCLI_00034	35567	35866	-299	Hypothetical	NA	NA	NA	NA	NA	NA	NA
