Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	BHILGBMN_00001	500	571	-71	tRNA-Gln(ttg)	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00003	2105	2515	410	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00004	2457	3008	551	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00005	4037	4507	-470	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00006	4604	6853	2249	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00007	6863	7459	596	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00008	7968	8900	932	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00009	9184	9477	-293	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00010	9841	10911	-1070	IS256 family transposase IS406	NA	NA	NA	NA	NA	NA	K07493
1	BHILGBMN_00011	11384	11821	437	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00012	12129	13088	-959	Transaldolase	NA	NA	NA	NA	NA	NA	K00616
1	BHILGBMN_00013	13149	13463	-314	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00014	13651	13923	-272	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00015	13927	14205	-278	Hypothetical	NA	NA	NA	NA	NA	NA	K09803
1	BHILGBMN_00016	14218	16143	-1925	1-deoxy-D-xylulose-5-phosphate synthase	NA	NA	NA	NA	NA	NA	K01662
1	BHILGBMN_00017	16124	16441	-317	Exodeoxyribonuclease 7 small subunit	NA	NA	NA	NA	NA	NA	K03602
1	BHILGBMN_00018	16462	18270	-1808	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00019	18306	19673	-1367	Transcriptional regulatory protein ZraR	NA	NA	NA	NA	NA	NA	K07714
1	BHILGBMN_00020	19720	20886	-1166	Adaptive-response sensory-kinase SasA	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00021	21011	21349	-338	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00022	21519	22433	-914	Ribosomal large subunit pseudouridine synthase D	NA	NA	NA	NA	NA	NA	K06180
1	BHILGBMN_00023	22453	23187	-734	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00024	23187	23945	-758	Chromosome-partitioning ATPase Soj	NA	NA	NA	NA	NA	NA	K03496
1	BHILGBMN_00025	24145	26253	2108	Hypothetical	NA	NA	NA	NA	NA	NA	K06888
1	BHILGBMN_00026	26329	27387	1058	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00027	27416	28006	590	Imidazoleglycerol-phosphate dehydratase	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00028	28003	28620	617	Imidazole glycerol phosphate synthase subunit HisH	NA	NA	NA	NA	NA	MEROPS=Imidazole glycerol phosphate	K02501
1	BHILGBMN_00029	29110	29457	347	Hypothetical	NA	NA	NA	NA	NA	NA	K16904
1	BHILGBMN_00030	29667	30155	-488	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00031	30268	33432	-3164	Cobalt-zinc-cadmium resistance protein CzcA	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00032	33449	34582	-1133	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00033	34598	35884	-1286	Hypothetical	NA	NA	NA	NA	NA	NA	K15725
1	BHILGBMN_00034	35956	36384	-428	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00035	36385	38214	-1829	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00036	38319	39146	-827	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00037	39240	42191	-2951	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0001233	K07263
1	BHILGBMN_00038	42282	42692	410	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00039	42735	42992	257	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00040	43618	44898	-1280	Argininosuccinate synthase	NA	NA	NA	NA	NA	NA	K01940
1	BHILGBMN_00041	45069	45344	-275	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00042	45504	45950	446	DNA repair protein RecO	NA	NA	NA	NA	NA	NA	K03584
1	BHILGBMN_00043	45977	46903	926	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00044	47204	48952	-1748	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00045	49007	49780	773	Pyrroline-5-carboxylate reductase	NA	NA	NA	NA	NA	NA	K00286
1	BHILGBMN_00046	49865	50800	935	Cell division coordinator CpoB	NA	NA	NA	NA	NA	NA	K05807
1	BHILGBMN_00047	50793	51329	536	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00048	51355	52902	1547	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00049	52899	54059	1160	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00050	54077	54964	-887	Quinate/shikimate dehydrogenase	NA	NA	NA	NA	NA	NA	K00014
1	BHILGBMN_00051	54978	55691	-713	Catabolic 3-dehydroquinate dehydratase	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00052	55838	56464	626	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00053	56547	58400	1853	Cell division protein FtsA	NA	NA	NA	NA	NA	NA	K02662
1	BHILGBMN_00054	58430	59416	986	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	BHILGBMN_00055	59442	60533	1091	Hypothetical	NA	NA	NA	NA	NA	NA	NA
