Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	CNNOLMDD_00001	103	306	203	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00002	309	1139	830	Alkane 1-monooxygenase 1	NA	NA	NA	NA	NA	NA	K00496
1	CNNOLMDD_00004	2428	3165	-737	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00005	3580	4188	-608	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00006	4625	4780	-155	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00007	4799	4945	-146	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00008	5348	5503	155	3-oxoacyl-[acyl-carrier-protein] synthase 2	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00009	5980	6279	-299	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00010	6257	7000	-743	"Elongation factor Ts, mitochondrial"	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00011	7701	8522	-821	Small-conductance mechanosensitive channel	NA	NA	NA	NA	NA	NA	K03442
1	CNNOLMDD_00012	8567	9232	-665	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00013	9805	10062	-257	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00014	10062	10655	-593	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00015	10800	11426	626	Aquaporin Z 2	NA	NA	NA	NA	NA	NA	K09874
1	CNNOLMDD_00016	11445	12215	770	Protein YeeZ	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00017	12369	14012	-1643	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00018	14223	14720	-497	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00019	14762	15295	-533	Acetyltransferase	NA	NA	NA	NA	NA	NA	K03790
1	CNNOLMDD_00020	15319	15615	-296	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00021	15618	16478	-860	Adenosyl-chloride synthase	NA	NA	NA	NA	NA	NA	K22205
1	CNNOLMDD_00022	16611	17564	953	Hypothetical	NA	NA	NA	NA	NA	NA	K06217
1	CNNOLMDD_00023	17650	18597	947	Phosphoribosylaminoimidazole-succinocarboxamide synthase	NA	NA	NA	NA	NA	NA	K01923
1	CNNOLMDD_00024	18611	19798	1187	Enoyl-[acyl-carrier-protein] reductase [NADH]	NA	NA	NA	NA	NA	NA	K00209
1	CNNOLMDD_00025	19866	20348	482	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00026	20341	20652	311	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00027	20965	21732	-767	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00028	22062	22265	-203	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00029	22361	22624	-263	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00030	22793	24700	1907	Acetyl-coenzyme A synthetase	NA	NA	NA	NA	NA	NA	K01895
1	CNNOLMDD_00031	24855	26621	1766	Putative multidrug export ATP-binding/permease protein	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00032	26618	27166	-548	Isopentenyl-diphosphate Delta-isomerase	NA	NA	NA	NA	NA	NA	K01823
1	CNNOLMDD_00033	27256	27567	-311	Putative aminopeptidase YsdC	NA	NA	NA	NA	NA	MEROPS=Putative aminopeptidase YsdC	NA
1	CNNOLMDD_00034	27570	28343	-773	Putative aminopeptidase YsdC	NA	NA	NA	NA	NA	MEROPS=Putative aminopeptidase YsdC	NA
1	CNNOLMDD_00035	28620	29507	887	Vitamin B12 import ATP-binding protein BtuD	NA	NA	NA	NA	NA	NA	K01990
1	CNNOLMDD_00036	29569	33219	3650	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0001185	NA
1	CNNOLMDD_00037	33243	34325	1082	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00038	34359	34874	515	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00039	34979	35854	875	4-hydroxy-tetrahydrodipicolinate synthase	NA	NA	NA	NA	NA	NA	K01714
1	CNNOLMDD_00040	36070	36933	863	Outer membrane protein assembly factor BamD	NA	NA	NA	NA	NA	NA	K05807
1	CNNOLMDD_00041	36943	37263	320	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00042	37263	38474	1211	Cysteine/Cysteine sulfinic acid decarboxylase	NA	NA	NA	NA	NA	NA	K13038
1	CNNOLMDD_00043	38547	39437	890	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00044	39482	40108	626	Hypothetical	NA	NA	NA	NA	NA	NA	K03631
1	CNNOLMDD_00045	40303	41133	830	DNA repair protein RecN	NA	NA	NA	NA	NA	NA	K03631
1	CNNOLMDD_00046	41202	42005	803	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00047	42242	42685	443	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CNNOLMDD_00048	42694	43653	959	Hypothetical	GT2_Glycos_transf_2	GT2	NA	NA	NA	NA	NA
