Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	HONMLINE_00001	18	1004	986	ADP-L-glycero-D-manno-heptose-6-epimerase	NA	NA	NA	NA	NA	NA	K03274
1	HONMLINE_00010	11007	11816	-809	Hypothetical	NA	NA	NA	NA	NA	NA	K01470
1	HONMLINE_00011	12370	14061	-1691	"Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial"	NA	NA	NA	NA	NA	NA	K01426
1	HONMLINE_00012	14289	14669	380	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00013	14780	15538	758	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00014	15551	15793	-242	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00015	16032	17045	-1013	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00016	17170	20523	3353	Tol-Pal system protein TolB	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00017	20536	21321	-785	Vitamin B12 transporter BtuB	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00018	21572	24736	3164	Vitamin B12 transporter BtuB	NA	NA	SusC	NA	NA	NA	K02014
1	HONMLINE_00019	24805	26121	1316	Hypothetical	NA	NA	NA	NA	SusD_RagB	NA	K21572
1	HONMLINE_00020	26332	26451	119	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00021	26834	27184	350	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0043537	NA
1	HONMLINE_00022	27181	28038	857	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00023	28080	28685	-605	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	NA	NA	NA	NA	NA	NA	K17247
1	HONMLINE_00024	28726	29685	-959	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	NA	NA	NA	NA	NA	NA	K07147
1	HONMLINE_00025	29700	29870	170	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00026	29929	33138	3209	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00027	33248	34345	-1097	N-acetylneuraminate epimerase	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00028	34630	35274	-644	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00029	35297	37393	-2096	Dipeptidyl aminopeptidase 4	NA	NA	NA	NA	NA	MEROPS=Dipeptidyl aminopeptidase 4	K06889
1	HONMLINE_00030	37429	38739	-1310	Isopenicillin N epimerase	NA	NA	NA	NA	NA	NA	K04127
1	HONMLINE_00031	39034	41016	1982	Vitamin B12 transporter BtuB	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00032	41029	41961	932	Ribonuclease Z	NA	NA	NA	NA	NA	NA	K00784
1	HONMLINE_00033	42010	42183	173	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00034	42158	43018	860	Hypothetical	NA	NA	NA	NA	NA	NA	K04517
1	HONMLINE_00035	43027	44304	1277	3-phosphoshikimate 1-carboxyvinyltransferase	NA	NA	NA	NA	NA	NA	K00800
1	HONMLINE_00036	44301	44987	686	Cytidylate kinase	NA	NA	NA	NA	NA	NA	K00945
1	HONMLINE_00037	45103	47397	2294	Polyribonucleotide nucleotidyltransferase	NA	NA	NA	NA	NA	NA	K02945
1	HONMLINE_00038	47495	49276	1781	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00039	49284	50834	1550	Propionyl-CoA carboxylase beta chain	NA	NA	NA	NA	NA	NA	K01966
1	HONMLINE_00040	50969	52069	1100	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00041	52179	53687	1508	Biotin carboxylase	NA	NA	NA	NA	NA	NA	K01961
1	HONMLINE_00042	53684	54973	1289	23S rRNA (uracil-C(5))-methyltransferase RlmCD	NA	NA	NA	NA	NA	NA	K03215
1	HONMLINE_00043	54970	55494	524	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00044	55487	57040	1553	Methylmalonyl-CoA mutase	NA	NA	NA	NA	NA	NA	K01848
1	HONMLINE_00045	57141	57455	314	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00046	57460	59154	1694	Arginine--tRNA ligase	NA	NA	NA	NA	NA	NA	K01887
1	HONMLINE_00047	59173	60102	929	Ribokinase	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00048	60107	61126	1019	Phosphoribosylformylglycinamidine cyclo-ligase	NA	NA	NA	NA	NA	NA	K01933
1	HONMLINE_00049	61126	62085	959	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	HONMLINE_00050	62087	63205	1118	Riboflavin biosynthesis protein RibD	NA	NA	NA	NA	NA	NA	K11752
1	HONMLINE_00051	63205	63804	599	Riboflavin synthase	NA	NA	NA	NA	NA	NA	K00793
