Contig	Gene	Start	Stop	Length	Prokka	dbCAN	CAZy	TonB_TIGRFAM	Pfam_sulfatase	Pfam_SusD	MEROPS	KEGG_identifier
1	CBOLCPCD_00001	33	467	434	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00002	517	1338	821	Succinyl-diaminopimelate desuccinylase	NA	NA	NA	NA	NA	MEROPS=Succinyl-diaminopimelate desuccinylase MER0001271	NA
1	CBOLCPCD_00003	1304	1891	587	Hypothetical	NA	NA	NA	NA	NA	MEROPS=Hypothetical MER0001271	NA
1	CBOLCPCD_00005	4131	6296	2165	Malate synthase G	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00006	6416	7351	935	Protein QmcA	NA	NA	NA	NA	NA	MEROPS=Protein QmcA MER0192051	NA
1	CBOLCPCD_00007	7351	7794	443	Inner membrane protein YbbJ	NA	NA	NA	NA	NA	NA	K07340
1	CBOLCPCD_00008	7934	8461	527	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00009	8504	8791	287	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00010	8798	9469	-671	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00011	9576	10343	767	Hypothetical	NA	NA	NA	NA	NA	NA	K07090
1	CBOLCPCD_00012	10425	12242	1817	Polyvinylalcohol dehydrogenase	NA	NA	NA	NA	NA	NA	K05889
1	CBOLCPCD_00013	12252	12608	356	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00014	12605	13375	770	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00015	13368	13727	359	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00016	13784	14005	221	Hypothetical	NA	NA	NA	NA	NA	NA	NA
1	CBOLCPCD_00017	14119	15120	-1001	Quinone oxidoreductase 1	NA	NA	NA	NA	NA	NA	K00344
1	CBOLCPCD_00018	15130	15771	-641	Hypothetical	NA	NA	NA	NA	NA	NA	K00799
1	CBOLCPCD_00019	15940	16995	-1055	Hypothetical	NA	NA	NA	NA	NA	NA	K01113
1	CBOLCPCD_00020	17022	19163	2141	Prolyl endopeptidase	NA	NA	NA	NA	NA	MEROPS=Prolyl endopeptidase MER0079308	K01322
1	CBOLCPCD_00021	19156	20184	1028	Hypothetical	NA	NA	NA	NA	NA	NA	K07046
